"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.928282545E1,-3.000000026E-3,3.763950109E0,9.043050766E0
3.928408555E1,-5.595000088E-2,3.775950193E0,8.992950439E0
3.928534547E1,-6.000000238E-2,3.804000139E0,9.046050072E0
3.928660555E1,-6.300000101E-2,3.808950186E0,9.055050850E0
3.928786555E1,-7.995000482E-2,3.783000231E0,9.072000504E0
3.928912578E1,-6.000000238E-2,3.771000147E0,9.036000252E0
3.929038578E1,-1.230000034E-1,3.820950270E0,9.098999977E0
3.929164555E1,-8.700000495E-2,3.807000160E0,9.070050240E0
3.929290578E1,-1.080000028E-1,3.772950172E0,9.094050407E0
3.929416578E1,-1.180500090E-1,3.802050114E0,9.076950073E0
3.929542578E1,-1.180500090E-1,3.783000231E0,9.019950867E0
3.929668585E1,-1.249500066E-1,3.807000160E0,9.052950859E0
3.929794585E1,-1.750500053E-1,3.795000076E0,9.070050240E0
3.929920585E1,-1.900500059E-1,3.802050114E0,9.048000336E0
3.930046585E1,-1.849500090E-1,3.772950172E0,9.004950523E0
3.930172608E1,-1.800000072E-1,3.766050100E0,9.075000763E0
3.930298585E1,-1.510500014E-1,3.796950102E0,9.058050156E0
3.930424585E1,-1.830000132E-1,3.820950270E0,9.046050072E0
3.930550608E1,-2.059500068E-1,3.807000160E0,9.076950073E0
3.930676608E1,-1.319999993E-1,3.763950109E0,9.108000755E0
3.930802615E1,-1.489500105E-1,3.795000076E0,9.084000587E0
3.930928608E1,-1.969500035E-1,3.792000294E0,9.106050491E0
3.931054608E1,-1.990500093E-1,3.739950180E0,9.094050407E0
3.931180615E1,-1.870500147E-1,3.799050093E0,9.112950325E0
3.931306616E1,-1.560000032E-1,3.735000134E0,9.127050400E0
3.931432617E1,-1.849500090E-1,3.816000223E0,9.120000839E0
3.931558617E1,-1.440000087E-1,3.819000244E0,9.112950325E0
3.931684617E1,-1.950000077E-1,3.787950277E0,9.131999969E0
3.931810640E1,-1.489500105E-1,3.766050100E0,9.131999969E0
3.931936640E1,-1.609500051E-1,3.802050114E0,9.115050316E0
3.932062640E1,-1.609500051E-1,3.799050093E0,9.111000061E0
3.932188640E1,-1.710000038E-1,3.772950172E0,9.205950737E0
3.932314648E1,-1.390500069E-1,3.795000076E0,9.145950317E0
3.932440648E1,-2.140500098E-1,3.783000231E0,9.157950401E0
3.932566648E1,-1.630500108E-1,3.747000217E0,9.148950577E0
3.932692648E1,-1.680000126E-1,3.787950277E0,9.142050743E0
3.932818648E1,-1.420500129E-1,3.784950256E0,9.193950653E0
3.932944671E1,-1.249500066E-1,3.760950089E0,9.145950317E0
3.933070671E1,-1.249500066E-1,3.784950256E0,9.144000053E0
3.933196671E1,-1.110000089E-1,3.780000210E0,9.157950401E0
3.933322671E1,-1.300500035E-1,3.799050093E0,9.181950569E0
3.933448673E1,-1.540500075E-1,3.799050093E0,9.142050743E0
3.933574673E1,-1.390500069E-1,3.768000126E0,9.127050400E0
3.933700680E1,-1.560000032E-1,3.804000139E0,9.133950233E0
3.933826680E1,-1.630500108E-1,3.735000134E0,9.120000839E0
3.933952681E1,-1.540500075E-1,3.730050087E0,9.163050652E0
3.934078680E1,-9.195000678E-2,3.819000244E0,9.166050911E0
3.934204680E1,-1.180500090E-1,3.760950089E0,9.118050575E0
3.934330703E1,-8.700000495E-2,3.807000160E0,9.123000145E0
3.934456701E1,-1.469999999E-1,3.759000063E0,9.076950073E0
3.934582701E1,-8.205000311E-2,3.868950129E0,9.076950073E0
3.934708701E1,-1.039500013E-1,3.802050114E0,9.111000061E0
3.934834701E1,-1.489500105E-1,3.792000294E0,9.082050323E0
3.934960709E1,-1.150500029E-1,3.820950270E0,9.076950073E0
3.935086709E1,-7.005000114E-2,3.820950270E0,9.084000587E0
3.935212709E1,-7.500000298E-2,3.826050282E0,9.084000587E0
3.935338709E1,-8.205000311E-2,3.838050127E0,9.082050323E0
3.935464710E1,-8.700000495E-2,3.840000153E0,9.072000504E0
3.935590733E1,-1.080000028E-1,3.832950115E0,9.027000427E0
3.935716733E1,-7.500000298E-2,3.792000294E0,9.088950157E0
3.935842733E1,-7.500000298E-2,3.828000069E0,9.088950157E0
3.935968733E1,-1.060500070E-1,3.814050198E0,9.034049988E0
3.936094733E1,-9.405000508E-2,3.814050198E0,9.046050072E0
3.936220740E1,-8.400000632E-2,3.826050282E0,9.106050491E0
3.936346741E1,-6.000000238E-2,3.784950256E0,9.098999977E0
3.936472740E1,-7.995000482E-2,3.775950193E0,9.091050148E0
3.936598740E1,-6.495000422E-2,3.799050093E0,9.075000763E0
3.936724740E1,-7.200000435E-2,3.784950256E0,9.106050491E0
3.936850763E1,-6.300000101E-2,3.775950193E0,9.091050148E0
3.936976763E1,-6.300000101E-2,3.783000231E0,9.111000061E0
3.937102763E1,-5.295000225E-2,3.819000244E0,9.091050148E0
3.937228763E1,-3.900000080E-2,3.804000139E0,9.115050316E0
3.937354763E1,-6.000000238E-2,3.784950256E0,9.172950745E0
3.937480770E1,-7.695000619E-2,3.748950243E0,9.124950409E0
3.937606770E1,-6.795000285E-2,3.772950172E0,9.124950409E0
3.937732770E1,-4.800000042E-2,3.828000069E0,9.136950493E0
3.937858770E1,-5.100000277E-2,3.823050261E0,9.151050568E0
3.937984770E1,-5.595000088E-2,3.819000244E0,9.124950409E0
3.938110793E1,-4.605000094E-2,3.808950186E0,9.111000061E0
3.938236793E1,-6.000000238E-2,3.784950256E0,9.100950241E0
3.938362793E1,-3.405000269E-2,3.790050268E0,9.079050064E0
3.938488792E1,-4.605000094E-2,3.804000139E0,9.091050148E0
3.938614792E1,-6.795000285E-2,3.792000294E0,9.067049980E0
3.938740799E1,-7.500000298E-2,3.828000069E0,9.088950157E0
3.938866799E1,-7.500000298E-2,3.796950102E0,9.063000679E0
3.938992799E1,-5.805000290E-2,3.820950270E0,9.039000511E0
3.939118799E1,-4.800000042E-2,3.835050106E0,9.084000587E0
3.939244799E1,-1.305000018E-2,3.823050261E0,9.096000671E0
3.939370822E1,-1.695000008E-2,3.787950277E0,9.120000839E0
3.939496820E1,-9.600000083E-2,3.783000231E0,9.088950157E0
3.939622820E1,-7.995000482E-2,3.828000069E0,9.123000145E0
3.939748820E1,-8.400000632E-2,3.768000126E0,9.058050156E0
3.939874820E1,-1.009500027E-1,3.820950270E0,9.108000755E0
3.940000828E1,-3.600000218E-2,3.835050106E0,9.096000671E0
3.940126828E1,-3.405000269E-2,3.819000244E0,9.016950607E0
3.940252828E1,-7.695000619E-2,3.808950186E0,8.988000870E0
3.940378828E1,-8.205000311E-2,3.808950186E0,9.098999977E0
3.940504827E1,-5.805000290E-2,3.787950277E0,9.060000420E0
3.940630850E1,-3.900000080E-2,3.787950277E0,9.067049980E0
3.940756850E1,-7.005000114E-2,3.771000147E0,9.046050072E0
3.940882850E1,-8.895000070E-2,3.814050198E0,9.070050240E0
3.941008850E1,-8.205000311E-2,3.808950186E0,9.103050232E0
3.941134850E1,-5.295000225E-2,3.823050261E0,9.075000763E0
3.941260858E1,-4.095000029E-2,3.807000160E0,9.127050400E0
3.941386858E1,-7.005000114E-2,3.808950186E0,9.064949989E0
3.941512858E1,-7.005000114E-2,3.802050114E0,9.084000587E0
3.941638858E1,-3.900000080E-2,3.811050177E0,9.046050072E0
3.941764858E1,-7.995000482E-2,3.796950102E0,9.036000252E0
3.941890858E1,-7.695000619E-2,3.787950277E0,9.039000511E0
3.942016881E1,-9.195000678E-2,3.768000126E0,9.003000259E0
3.942142881E1,-7.500000298E-2,3.807000160E0,9.087000847E0
3.942268881E1,-9.600000083E-2,3.783000231E0,9.098999977E0
3.942394881E1,-9.405000508E-2,3.790050268E0,9.106050491E0
3.942520883E1,-9.600000083E-2,3.796950102E0,9.100950241E0
3.942646891E1,-3.405000269E-2,3.775950193E0,9.019950867E0
3.942772891E1,-7.200000435E-2,3.760950089E0,8.964000702E0
3.942898891E1,-1.350000054E-1,3.775950193E0,9.046050072E0
3.943024891E1,-2.470500171E-1,3.771000147E0,9.063000679E0
3.943150891E1,-3.169500232E-1,3.804000139E0,9.096000671E0
3.943276914E1,-3.120000064E-1,3.859050274E0,9.031949997E0
3.943402891E1,-3.019500077E-1,3.867000103E0,9.091050148E0
3.943528913E1,-2.230500132E-1,3.814050198E0,9.118050575E0
3.943654913E1,-1.510500014E-1,3.835050106E0,9.120000839E0
3.943780921E1,-1.300500035E-1,3.847050190E0,9.058050156E0
3.943906921E1,-1.369500011E-1,3.835050106E0,9.087000847E0
3.944032921E1,-1.230000034E-1,3.820950270E0,9.024000168E0
3.944158921E1,-7.500000298E-2,3.886050224E0,9.063000679E0
3.944284921E1,-1.249500066E-1,3.850050211E0,9.168000221E0
3.944410921E1,-1.300500035E-1,3.820950270E0,9.205950737E0
3.944536941E1,-1.009500027E-1,3.852000237E0,9.157950401E0
3.944662942E1,-1.249500066E-1,3.808950186E0,9.160950661E0
3.944788942E1,-1.369500011E-1,3.771000147E0,9.127050400E0
3.944914942E1,-7.200000435E-2,3.820950270E0,9.142050743E0
3.945040942E1,-6.000000238E-2,3.778050184E0,9.172950745E0
3.945166949E1,-3.900000080E-2,3.735000134E0,9.144000053E0
3.945292949E1,-5.100000277E-2,3.759000063E0,9.133950233E0
3.945418949E1,-5.100000277E-2,3.771000147E0,9.131999969E0
3.945544950E1,-3.600000218E-2,3.715950251E0,9.100950241E0
3.945670973E1,-3.405000269E-2,3.739950180E0,9.106050491E0
3.945796973E1,-4.605000094E-2,3.802050114E0,9.120000839E0
3.945922973E1,-6.795000285E-2,3.787950277E0,9.082050323E0
3.946048973E1,-1.305000018E-2,3.771000147E0,9.072000504E0
3.946174973E1,3.000000026E-3,3.819000244E0,9.103050232E0
3.946300980E1,-4.800000042E-2,3.840000153E0,9.075000763E0
3.946426980E1,-6.300000101E-2,3.796950102E0,9.036000252E0
3.946552980E1,-5.805000290E-2,3.843000174E0,9.031949997E0
3.946678980E1,-8.205000311E-2,3.832950115E0,9.063000679E0
3.946804980E1,-8.205000311E-2,3.855000257E0,9.106050491E0
3.946930980E1,-8.895000070E-2,3.888000250E0,9.072000504E0
3.947057002E1,-1.110000089E-1,3.835050106E0,9.043050766E0
3.947183003E1,-9.600000083E-2,3.808950186E0,9.067049980E0
3.947309003E1,-1.390500069E-1,3.867000103E0,9.060000420E0
3.947435003E1,-1.249500066E-1,3.862050295E0,9.082050323E0
3.947561010E1,-1.230000034E-1,3.874050140E0,9.096000671E0
3.947687003E1,-1.420500129E-1,3.843000174E0,9.106050491E0
3.947813010E1,-1.200000048E-1,3.819000244E0,9.088950157E0
3.947939010E1,-1.510500014E-1,3.844950199E0,9.106050491E0
3.948065010E1,-1.420500129E-1,3.820950270E0,9.040950775E0
3.948191010E1,-1.660500020E-1,3.795000076E0,9.088950157E0
3.948317010E1,-1.590000093E-1,3.826050282E0,9.106050491E0
3.948443033E1,-1.680000126E-1,3.751950264E0,9.112950325E0
3.948569033E1,-2.020500153E-1,3.748950243E0,9.088950157E0
3.948695033E1,-1.990500093E-1,3.760950089E0,9.055050850E0
3.948821033E1,-1.870500147E-1,3.787950277E0,9.111000061E0
3.948947040E1,-1.950000077E-1,3.766050100E0,9.166050911E0
3.949073041E1,-1.969500035E-1,3.844950199E0,9.187050819E0
3.949199041E1,-2.179500163E-1,3.819000244E0,9.139050484E0
3.949325041E1,-2.040000111E-1,3.816000223E0,9.130050659E0
3.949451041E1,-2.280000150E-1,3.862050295E0,9.145950317E0
3.949577062E1,-1.590000093E-1,3.832950115E0,9.154050827E0
3.949703062E1,-1.990500093E-1,3.823050261E0,9.120000839E0
3.949829062E1,-1.920000017E-1,3.820950270E0,9.098999977E0
3.949955062E1,-2.230500132E-1,3.795000076E0,9.111000061E0
3.950081069E1,-2.400000095E-1,3.784950256E0,9.111000061E0
3.950207070E1,-2.230500132E-1,3.775950193E0,9.064949989E0
3.950333070E1,-2.089500129E-1,3.808950186E0,9.094050407E0
3.950459070E1,-2.299500108E-1,3.771000147E0,9.096000671E0
3.950585071E1,-1.750500053E-1,3.790050268E0,9.094050407E0
3.950711071E1,-1.510500014E-1,3.843000174E0,9.108000755E0
3.950837094E1,-1.390500069E-1,3.826050282E0,9.087000847E0
3.950963094E1,-1.900500059E-1,3.828000069E0,9.040950775E0
3.951089094E1,-1.110000089E-1,3.826050282E0,8.974050522E0
3.951215094E1,-1.390500069E-1,3.832950115E0,9.028950691E0
3.951341102E1,-1.900500059E-1,3.796950102E0,9.052950859E0
3.951467094E1,-1.900500059E-1,3.819000244E0,9.075000763E0
3.951593094E1,-1.710000038E-1,3.811050177E0,9.067049980E0
3.951719102E1,-1.489500105E-1,3.814050198E0,9.048000336E0
3.951845102E1,-1.489500105E-1,3.808950186E0,9.055050850E0
3.951971102E1,-1.319999993E-1,3.787950277E0,9.024000168E0
3.952097125E1,-1.080000028E-1,3.888000250E0,9.048000336E0
3.952223102E1,-1.129500046E-1,3.804000139E0,9.060000420E0
3.952349125E1,-8.205000311E-2,3.807000160E0,9.070050240E0
3.952475125E1,-7.695000619E-2,3.823050261E0,9.144000053E0
3.952601126E1,-4.395000264E-2,3.816000223E0,9.088950157E0
3.952727133E1,-4.605000094E-2,3.831000090E0,9.070050240E0
3.952853126E1,1.800000109E-2,3.828000069E0,9.052950859E0
3.952979133E1,3.705000132E-2,3.807000160E0,9.063000679E0
3.953105133E1,4.200000316E-2,3.804000139E0,9.106050491E0
3.953231133E1,8.895000070E-2,3.766050100E0,9.120000839E0
3.953357133E1,7.800000161E-2,3.778050184E0,9.076950073E0
3.953483156E1,1.009500027E-1,3.807000160E0,9.115050316E0
3.953609158E1,1.110000089E-1,3.835050106E0,9.067049980E0
3.953735158E1,1.039500013E-1,3.802050114E0,9.120000839E0
3.953861158E1,1.039500013E-1,3.808950186E0,9.108000755E0
3.953987165E1,1.489500105E-1,3.792000294E0,9.087000847E0
3.954113165E1,1.690500081E-1,3.804000139E0,9.063000679E0
3.954239165E1,1.369500011E-1,3.811050177E0,8.967000008E0
3.954365165E1,1.110000089E-1,3.780000210E0,9.019950867E0
3.954491165E1,1.129500046E-1,3.751950264E0,9.019950867E0
3.954617165E1,7.800000161E-2,3.820950270E0,8.974050522E0
3.954743165E1,8.700000495E-2,3.708000183E0,8.979000092E0
3.954869188E1,1.090500057E-1,3.780000210E0,8.943000793E0
3.954995188E1,9.900000691E-2,3.828000069E0,8.917050362E0
3.955121188E1,6.599999964E-2,3.802050114E0,8.923950195E0
3.955247196E1,1.060500070E-1,3.820950270E0,8.947950363E0
3.955373188E1,8.205000311E-2,3.880950212E0,8.902050018E0
3.955499196E1,1.279500127E-1,3.868950129E0,8.917050362E0
3.955625196E1,1.129500046E-1,3.874050140E0,8.917050362E0
3.955751196E1,1.180500090E-1,3.880950212E0,8.905050278E0
3.955877196E1,1.350000054E-1,3.855000257E0,8.932950020E0
3.956003196E1,1.350000054E-1,3.891000271E0,8.956950188E0
3.956129219E1,1.399500072E-1,3.879000187E0,8.896950722E0
3.956255219E1,9.405000508E-2,3.859050274E0,8.878050804E0
3.956381219E1,1.039500013E-1,3.855000257E0,8.967000008E0
3.956507219E1,9.900000691E-2,3.847050190E0,8.962050438E0
3.956633219E1,9.405000508E-2,3.828000069E0,8.919000626E0
3.956759227E1,1.210500076E-1,3.811050177E0,8.967000008E0
3.956885227E1,1.159500033E-1,3.838050127E0,8.974050522E0
3.957011227E1,1.399500072E-1,3.826050282E0,9.007950783E0
3.957137227E1,1.780500114E-1,3.874050140E0,9.010050774E0
3.957263227E1,1.639500111E-1,3.802050114E0,9.000000000E0
3.957389250E1,1.590000093E-1,3.792000294E0,9.003000259E0
3.957515250E1,1.489500105E-1,3.871050119E0,9.040950775E0
3.957641250E1,1.330500096E-1,3.831000090E0,9.052950859E0
3.957767250E1,1.570500135E-1,3.816000223E0,9.098999977E0
3.957893250E1,1.950000077E-1,3.816000223E0,9.096000671E0
3.958019257E1,1.710000038E-1,3.838050127E0,9.106050491E0
3.958145257E1,1.399500072E-1,3.828000069E0,9.130050659E0
3.958271257E1,1.450500041E-1,3.795000076E0,9.091050148E0
3.958397257E1,1.159500033E-1,3.819000244E0,9.118050575E0
3.958523257E1,1.590000093E-1,3.859050274E0,9.142050743E0
3.958649279E1,1.660500020E-1,3.816000223E0,9.199050903E0
3.958775279E1,1.900500059E-1,3.832950115E0,9.130050659E0
3.958901279E1,1.489500105E-1,3.814050198E0,9.145950317E0
3.959027279E1,1.759500057E-1,3.814050198E0,9.111000061E0
3.959153279E1,1.609500051E-1,3.835050106E0,9.060000420E0
3.959279287E1,1.420500129E-1,3.820950270E0,9.111000061E0
3.959405287E1,1.399500072E-1,3.826050282E0,9.145950317E0
3.959531287E1,1.609500051E-1,3.835050106E0,9.163050652E0
3.959657286E1,1.540500075E-1,3.828000069E0,9.043050766E0
3.959783286E1,1.590000093E-1,3.840000153E0,9.082050323E0
3.959909309E1,1.710000038E-1,3.819000244E0,9.076950073E0
3.960035309E1,1.950000077E-1,3.840000153E0,9.055050850E0
3.960161309E1,1.729500145E-1,3.820950270E0,9.058050156E0
3.960287309E1,1.660500020E-1,3.787950277E0,8.971950531E0
3.960413309E1,1.369500011E-1,3.811050177E0,8.980950356E0
3.960539317E1,1.660500020E-1,3.838050127E0,8.974050522E0
3.960665316E1,1.399500072E-1,3.811050177E0,9.003000259E0
3.960791316E1,1.420500129E-1,3.844950199E0,8.952000618E0
3.960917316E1,1.060500070E-1,3.790050268E0,8.914050102E0
3.961043316E1,1.399500072E-1,3.843000174E0,8.964000702E0
3.961169338E1,7.995000482E-2,3.868950129E0,8.940000534E0
3.961295339E1,9.900000691E-2,3.859050274E0,8.908950806E0
3.961421339E1,9.705000371E-2,3.862050295E0,8.908950806E0
3.961547339E1,7.995000482E-2,3.856950283E0,8.899950027E0
3.961673340E1,3.900000080E-2,3.843000174E0,8.947950363E0
3.961799348E1,6.105000153E-2,3.852000237E0,8.919000626E0
3.961925348E1,7.005000114E-2,3.859050274E0,8.943000793E0
3.962051348E1,5.100000277E-2,3.832950115E0,8.950050354E0
3.962177348E1,2.205000073E-2,3.850050211E0,8.943000793E0
3.962303348E1,2.505000122E-2,3.838050127E0,9.012000084E0
3.962429371E1,5.400000140E-2,3.835050106E0,9.015000343E0
3.962555371E1,-7.950000465E-3,3.855000257E0,9.000000000E0
3.962681372E1,3.000000026E-3,3.864000082E0,8.983950615E0
3.962807372E1,-3.900000080E-2,3.876000166E0,9.058050156E0
3.962933372E1,-3.600000218E-2,3.807000160E0,9.058050156E0
3.963059379E1,-2.400000021E-2,3.814050198E0,9.027000427E0
3.963185380E1,-2.895000204E-2,3.852000237E0,9.082050323E0
3.963311380E1,-4.095000029E-2,3.802050114E0,9.098999977E0
3.963437380E1,-4.800000042E-2,3.780000210E0,9.151050568E0
3.963563380E1,-4.395000264E-2,3.780000210E0,9.142050743E0
3.963689405E1,-1.129500046E-1,3.814050198E0,9.111000061E0
3.963815405E1,-9.405000508E-2,3.787950277E0,9.087000847E0
3.963941405E1,-7.200000435E-2,3.831000090E0,9.142050743E0
3.964067405E1,-5.805000290E-2,3.759000063E0,9.178050041E0
3.964193405E1,-7.500000298E-2,3.814050198E0,9.156000137E0
3.964319405E1,-9.195000678E-2,3.807000160E0,9.169950485E0
3.964445412E1,-9.195000678E-2,3.820950270E0,9.148950577E0
3.964571413E1,-7.005000114E-2,3.832950115E0,9.168000221E0
3.964697413E1,-8.400000632E-2,3.736950159E0,9.204000473E0
3.964823413E1,-1.319999993E-1,3.783000231E0,9.142050743E0
3.964949436E1,-9.600000083E-2,3.778050184E0,9.180000305E0
3.965075436E1,-1.150500029E-1,3.855000257E0,9.157950401E0
3.965201436E1,-1.200000048E-1,3.808950186E0,9.130050659E0
3.965327436E1,-9.405000508E-2,3.820950270E0,9.151050568E0
3.965453436E1,-1.469999999E-1,3.862050295E0,9.130050659E0
3.965579443E1,-1.249500066E-1,3.814050198E0,9.087000847E0
3.965705444E1,-8.700000495E-2,3.820950270E0,9.118050575E0
3.965831444E1,-1.230000034E-1,3.823050261E0,9.103050232E0
3.965957444E1,-8.700000495E-2,3.790050268E0,9.108000755E0
3.966083444E1,-7.995000482E-2,3.796950102E0,9.088950157E0
3.966209467E1,-1.039500013E-1,3.799050093E0,9.064949989E0
3.966335468E1,-9.600000083E-2,3.879000187E0,9.048000336E0
3.966461468E1,-1.249500066E-1,3.847050190E0,9.070050240E0
3.966587468E1,-9.600000083E-2,3.808950186E0,9.070050240E0
3.966713466E1,-8.400000632E-2,3.856950283E0,9.088950157E0
3.966839473E1,-7.695000619E-2,3.811050177E0,9.000000000E0
3.966965473E1,-6.000000238E-2,3.868950129E0,9.039000511E0
3.967091473E1,-6.795000285E-2,3.888000250E0,9.036000252E0
3.967217473E1,-7.500000298E-2,3.816000223E0,9.027000427E0
3.967343473E1,-7.995000482E-2,3.828000069E0,9.024000168E0
3.967469496E1,-6.000000238E-2,3.883050203E0,9.039000511E0
3.967595496E1,-5.805000290E-2,3.852000237E0,9.016950607E0
3.967721495E1,-5.595000088E-2,3.819000244E0,9.058050156E0
3.967847495E1,-5.295000225E-2,3.844950199E0,9.075000763E0
3.967973495E1,-1.050000079E-3,3.838050127E0,9.072000504E0
3.968099502E1,6.000000052E-3,3.856950283E0,9.015000343E0
3.968225503E1,-4.950000439E-3,3.828000069E0,9.010050774E0
3.968351503E1,-1.005000062E-2,3.831000090E0,9.024000168E0
3.968477503E1,1.500000060E-2,3.831000090E0,8.998050690E0
3.968603503E1,4.605000094E-2,3.844950199E0,9.039000511E0
3.968729524E1,5.100000277E-2,3.820950270E0,9.058050156E0
3.968855525E1,4.395000264E-2,3.852000237E0,9.063000679E0
3.968981525E1,1.995000057E-2,3.847050190E0,9.075000763E0
3.969107525E1,1.800000109E-2,3.796950102E0,9.088950157E0
3.969233525E1,3.900000080E-2,3.828000069E0,9.096000671E0
3.969359532E1,6.795000285E-2,3.840000153E0,9.072000504E0
3.969485532E1,7.950000465E-3,3.831000090E0,9.028950691E0
3.969611532E1,3.705000132E-2,3.796950102E0,9.058050156E0
3.969737533E1,3.705000132E-2,3.799050093E0,9.084000587E0
3.969863533E1,3.000000026E-3,3.826050282E0,9.151050568E0
3.969989533E1,4.605000094E-2,3.823050261E0,9.118050575E0
3.970115556E1,1.305000018E-2,3.840000153E0,9.060000420E0
3.970241556E1,3.000000026E-3,3.828000069E0,9.098999977E0
3.970367556E1,4.605000094E-2,3.808950186E0,9.094050407E0
3.970493556E1,1.050000079E-3,3.831000090E0,9.082050323E0
3.970619556E1,3.000000119E-2,3.840000153E0,9.067049980E0
3.970745558E1,3.705000132E-2,3.799050093E0,9.040950775E0
3.970871565E1,3.000000026E-3,3.804000139E0,9.087000847E0
3.970997566E1,3.705000132E-2,3.832950115E0,9.082050323E0
3.971123566E1,3.000000026E-3,3.819000244E0,9.036000252E0
3.971249588E1,3.000000119E-2,3.828000069E0,9.064949989E0
3.971375589E1,1.005000062E-2,3.820950270E0,9.034049988E0
3.971501589E1,1.005000062E-2,3.850050211E0,9.000000000E0
3.971627589E1,7.950000465E-3,3.796950102E0,9.024000168E0
3.971753587E1,-2.205000073E-2,3.831000090E0,9.004950523E0
3.971879595E1,-3.405000269E-2,3.835050106E0,8.944950104E0
3.972005595E1,-2.205000073E-2,3.814050198E0,8.992950439E0
3.972131595E1,1.050000079E-3,3.843000174E0,9.022050858E0
3.972257595E1,-2.400000021E-2,3.832950115E0,9.022050858E0
3.972383595E1,-2.700000070E-2,3.844950199E0,9.034049988E0
3.972509618E1,-4.095000029E-2,3.840000153E0,9.070050240E0
3.972635618E1,-1.500000060E-2,3.802050114E0,9.004950523E0
3.972761595E1,-6.495000422E-2,3.855000257E0,9.024000168E0
3.972887618E1,-3.600000218E-2,3.795000076E0,9.072000504E0
3.973013618E1,-6.300000101E-2,3.838050127E0,9.072000504E0
3.973139626E1,-5.100000277E-2,3.835050106E0,9.034049988E0
3.973265626E1,-4.800000042E-2,3.832950115E0,9.070050240E0
3.973391626E1,-7.005000114E-2,3.807000160E0,9.034049988E0
3.973517626E1,-4.095000029E-2,3.859050274E0,9.075000763E0
3.973643626E1,-5.805000290E-2,3.859050274E0,9.082050323E0
3.973769650E1,-6.000000238E-2,3.850050211E0,9.055050850E0
3.973895627E1,-6.495000422E-2,3.814050198E0,9.091050148E0
3.974021650E1,-4.800000042E-2,3.826050282E0,9.067049980E0
3.974147650E1,-6.495000422E-2,3.838050127E0,9.076950073E0
3.974273650E1,-6.795000285E-2,3.855000257E0,9.112950325E0
3.974399650E1,-6.795000285E-2,3.819000244E0,9.154050827E0
3.974525650E1,-1.005000062E-2,3.778050184E0,9.087000847E0
3.974651650E1,-6.495000422E-2,3.795000076E0,9.098999977E0
3.974777656E1,-6.495000422E-2,3.832950115E0,9.136950493E0
3.974903656E1,-4.395000264E-2,3.856950283E0,9.142050743E0
3.975029679E1,-3.195000067E-2,3.838050127E0,9.111000061E0
3.975155679E1,-4.395000264E-2,3.832950115E0,9.115050316E0
3.975281679E1,-5.100000277E-2,3.838050127E0,9.156000137E0
3.975407679E1,-2.700000070E-2,3.780000210E0,9.123000145E0
3.975533679E1,-1.500000060E-2,3.831000090E0,9.120000839E0
3.975659679E1,-2.400000021E-2,3.840000153E0,9.123000145E0
3.975785688E1,-2.700000070E-2,3.804000139E0,9.103050232E0
3.975911689E1,-1.695000008E-2,3.843000174E0,9.112950325E0
3.976037689E1,-4.095000029E-2,3.814050198E0,9.088950157E0
3.976163689E1,-7.005000114E-2,3.819000244E0,9.079050064E0
3.976289689E1,-3.600000218E-2,3.843000174E0,9.082050323E0
3.976415712E1,-4.395000264E-2,3.814050198E0,9.064949989E0
3.976541712E1,-3.600000218E-2,3.831000090E0,9.034049988E0
3.976667712E1,6.000000052E-3,3.844950199E0,9.063000679E0
3.976793713E1,-4.800000042E-2,3.892950296E0,9.046050072E0
3.976919713E1,-3.405000269E-2,3.832950115E0,9.016950607E0
3.977045713E1,-2.895000204E-2,3.831000090E0,9.024000168E0
3.977171721E1,-1.005000062E-2,3.831000090E0,9.063000679E0
3.977297721E1,-1.305000018E-2,3.840000153E0,9.031949997E0
3.977423721E1,-6.495000422E-2,3.862050295E0,9.022050858E0
3.977549744E1,-1.995000057E-2,3.856950283E0,9.027000427E0
3.977675721E1,-3.600000218E-2,3.832950115E0,9.076950073E0
3.977801719E1,-4.950000439E-3,3.838050127E0,9.015000343E0
3.977927742E1,-2.700000070E-2,3.838050127E0,9.034049988E0
3.978053743E1,1.305000018E-2,3.831000090E0,9.036000252E0
3.978179742E1,-4.095000029E-2,3.850050211E0,9.012000084E0
3.978305750E1,-1.695000008E-2,3.855000257E0,9.058050156E0
3.978431743E1,-1.050000079E-3,3.816000223E0,9.034049988E0
3.978557750E1,-1.500000060E-2,3.820950270E0,9.040950775E0
3.978683750E1,-2.205000073E-2,3.859050274E0,9.046050072E0
3.978809751E1,-2.205000073E-2,3.838050127E0,9.052950859E0
3.978935751E1,1.050000079E-3,3.811050177E0,9.084000587E0
3.979061751E1,-1.050000079E-3,3.855000257E0,9.075000763E0
3.979187774E1,6.000000052E-3,3.844950199E0,9.100950241E0
3.979313774E1,-7.950000465E-3,3.832950115E0,9.048000336E0
3.979439774E1,2.205000073E-2,3.814050198E0,9.058050156E0
3.979565774E1,-1.305000018E-2,3.780000210E0,9.075000763E0
3.979691781E1,1.305000018E-2,3.826050282E0,9.106050491E0
3.979817782E1,3.705000132E-2,3.808950186E0,9.064949989E0
3.979943782E1,1.800000109E-2,3.835050106E0,9.082050323E0
3.980069782E1,-4.950000439E-3,3.856950283E0,9.067049980E0
3.980195782E1,2.205000073E-2,3.828000069E0,9.094050407E0
