"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.107702118E1,-2.779500186E-1,9.688950539E0,1.878000140E0
1.107828118E1,-2.299500108E-1,9.652950287E0,1.825050116E0
1.107954141E1,-2.590500116E-1,9.700950623E0,1.822050095E0
1.108080141E1,-2.280000150E-1,9.706050873E0,1.842000127E0
1.108206141E1,-2.110500038E-1,9.663000107E0,1.873050094E0
1.108332141E1,-2.449500114E-1,9.631050110E0,1.930050135E0
1.108458140E1,-2.040000111E-1,9.651000023E0,1.957050085E0
1.108584140E1,-2.059500068E-1,9.651000023E0,1.963950038E0
1.108710147E1,-2.400000095E-1,9.610050201E0,1.990050077E0
1.108836140E1,-2.520000041E-1,9.627000809E0,2.044950008E0
1.108962147E1,-2.230500132E-1,9.583050728E0,2.140950203E0
1.109088147E1,-2.280000150E-1,9.556950569E0,2.128950119E0
1.109214147E1,-2.020500153E-1,9.615000725E0,2.151000023E0
1.109340147E1,-2.260500044E-1,9.624000549E0,2.110050201E0
1.109466169E1,-2.590500116E-1,9.562050819E0,2.191050053E0
1.109592170E1,-2.639999986E-1,9.658050537E0,2.233950138E0
1.109718170E1,-2.470500171E-1,9.648000717E0,2.256000042E0
1.109844170E1,-2.760000229E-1,9.648000717E0,2.236950159E0
1.109970170E1,-2.419500053E-1,9.640950203E0,2.280000210E0
1.110096170E1,-2.659500241E-1,9.592950821E0,2.268000126E0
1.110222170E1,-2.470500171E-1,9.615000725E0,2.257950068E0
1.110348177E1,-3.139500022E-1,9.583050728E0,2.224950075E0
1.110474178E1,-2.880000174E-1,9.579000473E0,2.179050207E0
1.110600178E1,-3.259500265E-1,9.535950661E0,2.175000191E0
1.110726178E1,-3.240000010E-1,9.579000473E0,2.191050053E0
1.110852178E1,-3.739500046E-1,9.564000130E0,2.151000023E0
1.110978178E1,-4.050000310E-1,9.586050034E0,2.095950127E0
1.111104178E1,-4.120500088E-1,9.576000214E0,2.091000080E0
1.111230201E1,-4.080000222E-1,9.603000641E0,2.086050034E0
1.111356201E1,-3.930000067E-1,9.639000893E0,2.064000130E0
1.111482200E1,-4.339500070E-1,9.634050369E0,1.999950051E0
1.111608200E1,-4.480500221E-1,9.634050369E0,2.002050161E0
1.111734200E1,-4.440000355E-1,9.724950790E0,1.959000111E0
1.111860208E1,-4.099500179E-1,9.724950790E0,1.948950052E0
1.111986208E1,-4.050000310E-1,9.684000015E0,1.927950144E0
1.112112200E1,-4.510500133E-1,9.634050369E0,1.890000105E0
1.112238208E1,-3.910500109E-1,9.688950539E0,1.924950123E0
1.112364208E1,-3.790500164E-1,9.636000633E0,1.906050086E0
1.112490206E1,-3.720000088E-1,9.664950371E0,1.935000062E0
1.112616206E1,-2.929500043E-1,9.673950195E0,1.885050058E0
1.112742206E1,-2.620500028E-1,9.640950203E0,1.878000140E0
1.112868229E1,-2.659500241E-1,9.640950203E0,1.873050094E0
1.112994229E1,-2.329500169E-1,9.646050453E0,1.894050121E0
1.113120229E1,-1.609500051E-1,9.628950119E0,1.897050142E0
1.113246229E1,-1.560000032E-1,9.676950455E0,1.849050045E0
1.113372229E1,-1.080000028E-1,9.663000107E0,1.891950130E0
1.113498238E1,-1.249500066E-1,9.663000107E0,1.902000070E0
1.113624238E1,-7.695000619E-2,9.673950195E0,1.933050036E0
1.113750238E1,-1.150500029E-1,9.634050369E0,1.924950123E0
1.113876238E1,-8.895000070E-2,9.660000801E0,1.971000075E0
1.114002238E1,-7.200000435E-2,9.694050789E0,1.969050050E0
1.114128238E1,-5.295000225E-2,9.660000801E0,1.983000040E0
1.114254238E1,-7.695000619E-2,9.646050453E0,1.971000075E0
1.114380261E1,-7.005000114E-2,9.612000465E0,1.987950087E0
1.114506261E1,-7.695000619E-2,9.636000633E0,2.011950016E0
1.114632261E1,-7.995000482E-2,9.673950195E0,2.055000067E0
1.114758261E1,-1.080000028E-1,9.634050369E0,2.007000208E0
1.114884261E1,-1.319999993E-1,9.639000893E0,2.052000046E0
1.115010261E1,-1.440000087E-1,9.634050369E0,2.035950184E0
1.115136269E1,-1.870500147E-1,9.640950203E0,2.007000208E0
1.115262261E1,-2.160000056E-1,9.616950035E0,1.972950101E0
1.115388269E1,-2.179500163E-1,9.583050728E0,2.064000130E0
1.115514270E1,-2.710500062E-1,9.610050201E0,2.008949995E0
1.115640270E1,-3.210000098E-1,9.658050537E0,2.011950016E0
1.115766270E1,-3.570000231E-1,9.640950203E0,2.032950163E0
1.115892292E1,-3.430500031E-1,9.616950035E0,2.019000053E0
1.116018270E1,-3.790500164E-1,9.712950706E0,2.064000130E0
1.116144269E1,-3.769500256E-1,9.643050194E0,2.032950163E0
1.116270292E1,-3.960000277E-1,9.604950905E0,2.062050104E0
1.116396292E1,-4.390500188E-1,9.604950905E0,2.056950092E0
1.116522294E1,-4.630500078E-1,9.603000641E0,2.088000059E0
1.116648294E1,-5.110500455E-1,9.631050110E0,2.091000080E0
1.116774301E1,-5.230500102E-1,9.634050369E0,2.067000151E0
1.116900301E1,-5.179499984E-1,9.670050621E0,2.091000080E0
1.117026301E1,-5.320500135E-1,9.660000801E0,2.088000059E0
1.117152301E1,-5.029500127E-1,9.639000893E0,2.170050144E0
1.117278301E1,-4.920000136E-1,9.628950119E0,2.155050039E0
1.117404301E1,-5.010000467E-1,9.603000641E0,2.155050039E0
1.117530323E1,-5.200500488E-1,9.607050896E0,2.152950048E0
1.117656300E1,-5.080500245E-1,9.580950737E0,2.164950132E0
1.117782300E1,-4.770000279E-1,9.600000381E0,2.163000107E0
1.117908323E1,-4.560000300E-1,9.628950119E0,2.218050003E0
1.118034323E1,-3.889500201E-1,9.598050117E0,2.209950209E0
1.118160323E1,-5.110500455E-1,9.586050034E0,2.244000196E0
1.118286323E1,-3.910500109E-1,9.586050034E0,2.209950209E0
1.118412330E1,-3.910500109E-1,9.612000465E0,2.233950138E0
1.118538323E1,-3.550500274E-1,9.574050903E0,2.220000029E0
1.118664331E1,-4.000500143E-1,9.559950829E0,2.244000196E0
1.118790331E1,-3.550500274E-1,9.591000557E0,2.233950138E0
1.118916331E1,-3.430500031E-1,9.598050117E0,2.218050003E0
1.119042331E1,-3.690000176E-1,9.559950829E0,2.206050158E0
1.119168331E1,-3.670500219E-1,9.586050034E0,2.248950005E0
1.119294331E1,-3.649500310E-1,9.598050117E0,2.158050060E0
1.119420331E1,-3.379500210E-1,9.652950287E0,2.188950062E0
1.119546353E1,-3.019500077E-1,9.622050285E0,2.160000086E0
1.119672353E1,-3.210000098E-1,9.600000381E0,2.103000164E0
1.119798353E1,-3.259500265E-1,9.592950821E0,2.128950119E0
1.119924353E1,-3.120000064E-1,9.636000633E0,2.104950190E0
1.120050353E1,-3.379500210E-1,9.655050278E0,2.115000010E0
1.120176353E1,-3.289500177E-1,9.673950195E0,2.100000143E0
1.120302361E1,-2.740500271E-1,9.651000023E0,2.083950043E0
1.120428361E1,-3.070500195E-1,9.615000725E0,1.999950051E0
1.120554359E1,-3.289500177E-1,9.619050026E0,2.047950029E0
1.120680359E1,-3.210000098E-1,9.636000633E0,1.987950087E0
1.120806382E1,-3.649500310E-1,9.643050194E0,1.939950109E0
1.120932359E1,-3.600000143E-1,9.648000717E0,1.936950088E0
1.121058359E1,-3.139500022E-1,9.667050362E0,1.890000105E0
1.121184382E1,-2.779500186E-1,9.639000893E0,1.897050142E0
1.121310383E1,-3.090000153E-1,9.703050613E0,1.863000035E0
1.121436383E1,-2.929500043E-1,9.712950706E0,1.837050080E0
1.121562384E1,-2.809500098E-1,9.708000183E0,1.827000141E0
1.121688384E1,-2.740500271E-1,9.670050621E0,1.791000128E0
1.121814392E1,-2.689500153E-1,9.670050621E0,1.770000100E0
1.121940392E1,-2.539499998E-1,9.691050529E0,1.774950027E0
1.122066392E1,-1.870500147E-1,9.670050621E0,1.741050124E0
1.122192392E1,-2.020500153E-1,9.691050529E0,1.747950077E0
1.122318392E1,-2.059500068E-1,9.639000893E0,1.759950042E0
1.122444392E1,-1.420500129E-1,9.684000015E0,1.810950041E0
1.122570392E1,-1.350000054E-1,9.685950279E0,1.801050067E0
1.122696415E1,-1.780500114E-1,9.694050789E0,1.791000128E0
1.122822415E1,-1.390500069E-1,9.696000099E0,1.789050102E0
1.122948415E1,-1.230000034E-1,9.706050873E0,1.854000092E0
1.123074415E1,-1.200000048E-1,9.696000099E0,1.875000119E0
1.123200415E1,-8.400000632E-2,9.646050453E0,1.866000056E0
1.123326415E1,-8.895000070E-2,9.646050453E0,1.923000097E0
1.123452423E1,-1.200000048E-1,9.709950447E0,1.882050037E0
1.123578422E1,-1.150500029E-1,9.670050621E0,1.909050107E0
1.123704422E1,-9.405000508E-2,9.643050194E0,1.915950060E0
1.123830422E1,-9.195000678E-2,9.643050194E0,1.915950060E0
1.123956422E1,-6.795000285E-2,9.655050278E0,1.891950130E0
1.124082422E1,-1.060500070E-1,9.700950623E0,1.969050050E0
1.124208422E1,-1.039500013E-1,9.667050362E0,1.921050072E0
1.124334445E1,-9.195000678E-2,9.664950371E0,1.927950144E0
1.124460445E1,-8.895000070E-2,9.643050194E0,1.984950066E0
1.124586445E1,-8.400000632E-2,9.658050537E0,1.954050064E0
1.124712445E1,-1.039500013E-1,9.612000465E0,1.933050036E0
1.124838445E1,-7.500000298E-2,9.646050453E0,1.993050098E0
1.124964445E1,-1.270500124E-1,9.591000557E0,1.959000111E0
1.125090453E1,-1.319999993E-1,9.604950905E0,2.005050182E0
1.125216453E1,-1.440000087E-1,9.604950905E0,2.026050091E0
1.125342453E1,-1.660500020E-1,9.598050117E0,2.005050182E0
1.125468453E1,-1.830000132E-1,9.580950737E0,2.068950176E0
1.125594454E1,-1.750500053E-1,9.615000725E0,2.008949995E0
1.125720454E1,-2.260500044E-1,9.697950363E0,2.050050020E0
1.125846477E1,-1.920000017E-1,9.631050110E0,2.064000130E0
1.125972477E1,-2.260500044E-1,9.639000893E0,2.020950079E0
1.126098477E1,-2.089500129E-1,9.604950905E0,2.040000200E0
1.126224477E1,-2.280000150E-1,9.631050110E0,2.052000046E0
1.126350477E1,-2.740500271E-1,9.634050369E0,2.080950022E0
1.126476477E1,-2.899500132E-1,9.670050621E0,2.076000214E0
1.126602475E1,-3.139500022E-1,9.639000893E0,2.071950197E0
1.126728483E1,-3.240000010E-1,9.598050117E0,2.091000080E0
1.126854483E1,-3.289500177E-1,9.640950203E0,2.083950043E0
1.126980483E1,-3.570000231E-1,9.646050453E0,2.086050034E0
1.127106483E1,-3.240000010E-1,9.673950195E0,2.119050026E0
1.127232483E1,-2.980500162E-1,9.676950455E0,2.038050175E0
1.127358483E1,-3.529500067E-1,9.658050537E0,2.104950190E0
1.127484506E1,-4.050000310E-1,9.619050026E0,2.088000059E0
1.127610507E1,-3.379500210E-1,9.603000641E0,2.100000143E0
1.127736507E1,-3.670500219E-1,9.658050537E0,2.122050047E0
1.127862507E1,-3.670500219E-1,9.610050201E0,2.088000059E0
1.127988507E1,-3.289500177E-1,9.636000633E0,2.104950190E0
1.128114507E1,-3.379500210E-1,9.615000725E0,2.068950176E0
1.128240507E1,-3.690000176E-1,9.682050705E0,2.047950029E0
1.128366514E1,-3.330000043E-1,9.658050537E0,2.103000164E0
1.128492515E1,-3.289500177E-1,9.619050026E0,2.050050020E0
1.128618515E1,-2.929500043E-1,9.624000549E0,2.064000130E0
1.128744515E1,-3.049500287E-1,9.612000465E0,1.999950051E0
1.128870515E1,-3.049500287E-1,9.603000641E0,2.026050091E0
1.128996515E1,-3.090000153E-1,9.583050728E0,2.040000200E0
1.129122538E1,-3.240000010E-1,9.622050285E0,1.996950150E0
1.129248538E1,-3.409500122E-1,9.607050896E0,2.016000032E0
1.129374538E1,-2.980500162E-1,9.676950455E0,1.971000075E0
1.129500538E1,-2.659500241E-1,9.660000801E0,1.987950087E0
1.129626536E1,-3.210000098E-1,9.670050621E0,1.984950066E0
1.129752536E1,-3.190500140E-1,9.660000801E0,2.040000200E0
1.129878544E1,-3.430500031E-1,9.648000717E0,1.939950109E0
1.130004544E1,-3.330000043E-1,9.660000801E0,1.972950101E0
1.130130544E1,-3.499500155E-1,9.658050537E0,1.969050050E0
1.130256544E1,-4.000500143E-1,9.652950287E0,1.983000040E0
1.130382544E1,-2.899500132E-1,9.619050026E0,1.999950051E0
1.130508544E1,-3.360000253E-1,9.595050812E0,1.990050077E0
1.130634544E1,-3.190500140E-1,9.667050362E0,2.007000208E0
1.130760567E1,-3.070500195E-1,9.628950119E0,2.059950113E0
1.130886568E1,-3.070500195E-1,9.598050117E0,2.020950079E0
1.131012568E1,-3.210000098E-1,9.610050201E0,2.016000032E0
1.131138568E1,-3.259500265E-1,9.655050278E0,2.040000200E0
1.131264568E1,-3.480000198E-1,9.643050194E0,2.038050175E0
1.131390568E1,-3.049500287E-1,9.636000633E0,2.035950184E0
1.131516575E1,-3.139500022E-1,9.598050117E0,2.028000116E0
1.131642574E1,-2.659500241E-1,9.682050705E0,2.007000208E0
1.131768574E1,-2.500500083E-1,9.664950371E0,2.028000116E0
1.131894574E1,-2.809500098E-1,9.627000809E0,2.005050182E0
1.132020574E1,-2.400000095E-1,9.652950287E0,2.020950079E0
1.132146574E1,-2.419500053E-1,9.664950371E0,1.987950087E0
1.132272574E1,-2.449500114E-1,9.652950287E0,1.942050099E0
1.132398597E1,-2.089500129E-1,9.655050278E0,1.954050064E0
1.132524597E1,-2.280000150E-1,9.696000099E0,1.936950088E0
1.132650597E1,-2.280000150E-1,9.709950447E0,1.915950060E0
1.132776597E1,-1.870500147E-1,9.696000099E0,1.861050129E0
1.132902597E1,-1.710000038E-1,9.670050621E0,1.903950095E0
1.133028597E1,-2.089500129E-1,9.640950203E0,1.879950047E0
1.133154605E1,-2.260500044E-1,9.682050705E0,1.867950082E0
1.133280605E1,-2.260500044E-1,9.679050446E0,1.855950117E0
1.133406597E1,-2.449500114E-1,9.643050194E0,1.894050121E0
1.133532605E1,-1.870500147E-1,9.607050896E0,1.854000092E0
1.133658606E1,-1.540500075E-1,9.603000641E0,1.849050045E0
1.133784606E1,-2.059500068E-1,9.636000633E0,1.806000113E0
1.133910629E1,-1.680000126E-1,9.648000717E0,1.863000035E0
1.134036630E1,-1.849500090E-1,9.667050362E0,1.842000127E0
1.134162630E1,-2.110500038E-1,9.612000465E0,1.911000133E0
1.134288630E1,-2.089500129E-1,9.667050362E0,1.899000049E0
1.134414630E1,-2.449500114E-1,9.697950363E0,1.903950095E0
1.134540630E1,-2.620500028E-1,9.676950455E0,1.890000105E0
1.134666630E1,-2.140500098E-1,9.703050613E0,1.882050037E0
1.134792637E1,-2.590500116E-1,9.679050446E0,1.975950122E0
1.134918637E1,-2.689500153E-1,9.733950615E0,1.939950109E0
1.135044630E1,-3.210000098E-1,9.685950279E0,1.972950101E0
1.135170637E1,-3.169500232E-1,9.745950699E0,1.954050064E0
1.135296637E1,-3.139500022E-1,9.663000107E0,1.983000040E0
1.135422637E1,-3.190500140E-1,9.636000633E0,1.981050134E0
1.135548637E1,-3.240000010E-1,9.619050026E0,2.026050091E0
1.135674658E1,-3.169500232E-1,9.603000641E0,2.062050104E0
1.135800658E1,-3.210000098E-1,9.640950203E0,2.078999996E0
1.135926658E1,-3.259500265E-1,9.616950035E0,2.083950043E0
1.136052658E1,-3.049500287E-1,9.604950905E0,2.076000214E0
1.136178658E1,-3.480000198E-1,9.619050026E0,2.083950043E0
1.136304658E1,-2.880000174E-1,9.547950745E0,2.104950190E0
1.136430666E1,-3.169500232E-1,9.567000389E0,2.146050215E0
1.136556666E1,-3.070500195E-1,9.564000130E0,2.163000107E0
1.136682666E1,-3.139500022E-1,9.604950905E0,2.199000120E0
1.136808666E1,-3.330000043E-1,9.615000725E0,2.209950209E0
1.136934666E1,-3.240000010E-1,9.600000381E0,2.175000191E0
1.137060666E1,-2.950500250E-1,9.615000725E0,2.167050123E0
1.137186666E1,-3.480000198E-1,9.640950203E0,2.224950075E0
1.137312666E1,-2.899500132E-1,9.619050026E0,2.221950054E0
1.137438689E1,-3.049500287E-1,9.586050034E0,2.220000029E0
1.137564689E1,-3.499500155E-1,9.622050285E0,2.215050220E0
1.137690686E1,-2.980500162E-1,9.639000893E0,2.251049995E0
1.137816686E1,-2.980500162E-1,9.604950905E0,2.245950222E0
1.137942694E1,-2.779500186E-1,9.592950821E0,2.251049995E0
1.138068694E1,-2.880000174E-1,9.571050644E0,2.215050220E0
1.138194694E1,-2.539499998E-1,9.580950737E0,2.164950132E0
1.138320694E1,-2.740500271E-1,9.636000633E0,2.200950146E0
1.138446694E1,-2.880000174E-1,9.579000473E0,2.176950216E0
1.138572694E1,-3.120000064E-1,9.586050034E0,2.131050110E0
1.138698716E1,-2.689500153E-1,9.568950653E0,2.080950022E0
1.138824716E1,-2.659500241E-1,9.670050621E0,2.086050034E0
1.138950693E1,-2.380500138E-1,9.684000015E0,2.050050020E0
1.139076692E1,-2.449500114E-1,9.639000893E0,2.011950016E0
1.139202716E1,-2.539499998E-1,9.627000809E0,1.939950109E0
1.139328716E1,-2.329500169E-1,9.663000107E0,1.936950088E0
1.139454716E1,-2.179500163E-1,9.673950195E0,1.942050099E0
1.139580716E1,-1.780500114E-1,9.715050697E0,1.899000049E0
1.139706724E1,-2.110500038E-1,9.700950623E0,1.870050073E0
1.139832724E1,-2.160000056E-1,9.696000099E0,1.866000056E0
1.139958724E1,-1.440000087E-1,9.658050537E0,1.863000035E0
1.140084724E1,-1.729500145E-1,9.673950195E0,1.825050116E0
1.140210724E1,-1.440000087E-1,9.676950455E0,1.846050143E0
1.140336747E1,-8.205000311E-2,9.639000893E0,1.839000106E0
1.140462724E1,-1.150500029E-1,9.658050537E0,1.813050032E0
1.140588747E1,-1.039500013E-1,9.627000809E0,1.855950117E0
1.140714747E1,-9.900000691E-2,9.640950203E0,1.899000049E0
1.140840747E1,-7.695000619E-2,9.643050194E0,1.879950047E0
1.140966747E1,-9.600000083E-2,9.631050110E0,1.948950052E0
1.141092747E1,-1.270500124E-1,9.595050812E0,1.923000097E0
1.141218747E1,-8.700000495E-2,9.610050201E0,1.939950109E0
1.141344755E1,-8.205000311E-2,9.636000633E0,1.915950060E0
1.141470747E1,-1.060500070E-1,9.646050453E0,1.894050121E0
1.141596755E1,-8.895000070E-2,9.607050896E0,1.975950122E0
1.141722756E1,-6.495000422E-2,9.603000641E0,1.978050113E0
1.141848756E1,-9.600000083E-2,9.634050369E0,1.927950144E0
1.141974778E1,-1.129500046E-1,9.658050537E0,2.016000032E0
1.142100779E1,-7.695000619E-2,9.639000893E0,2.014050007E0
1.142226756E1,-1.080000028E-1,9.684000015E0,2.042999983E0
1.142352778E1,-1.420500129E-1,9.667050362E0,2.020950079E0
1.142478779E1,-1.560000032E-1,9.631050110E0,2.019000053E0
1.142604779E1,-1.950000077E-1,9.708000183E0,2.035950184E0
1.142730780E1,-2.179500163E-1,9.648000717E0,2.005050182E0
1.142856780E1,-2.140500098E-1,9.664950371E0,1.999950051E0
1.142982780E1,-2.299500108E-1,9.685950279E0,1.935000062E0
1.143108788E1,-2.710500062E-1,9.697950363E0,1.981050134E0
1.143234788E1,-2.380500138E-1,9.627000809E0,1.975950122E0
1.143360788E1,-2.899500132E-1,9.640950203E0,1.995000124E0
1.143486788E1,-3.649500310E-1,9.664950371E0,1.983000040E0
1.143612788E1,-3.190500140E-1,9.684000015E0,1.966050148E0
1.143738812E1,-3.930000067E-1,9.664950371E0,1.947000146E0
1.143864812E1,-3.859500289E-1,9.660000801E0,1.851000071E0
1.143990812E1,-4.050000310E-1,9.624000549E0,1.959000111E0
1.144116812E1,-4.120500088E-1,9.663000107E0,1.914000034E0
1.144242812E1,-4.219500124E-1,9.655050278E0,1.906050086E0
1.144368812E1,-3.979500234E-1,9.628950119E0,1.954050064E0
1.144494812E1,-3.790500164E-1,9.685950279E0,1.969050050E0
1.144620812E1,-3.790500164E-1,9.703050613E0,1.969050050E0
1.144746820E1,-3.840000033E-1,9.663000107E0,1.942050099E0
1.144872820E1,-3.379500210E-1,9.658050537E0,1.966050148E0
1.144998820E1,-3.139500022E-1,9.655050278E0,1.966050148E0
1.145124820E1,-3.139500022E-1,9.667050362E0,2.014050007E0
1.145250843E1,-2.809500098E-1,9.658050537E0,2.026050091E0
1.145376820E1,-2.950500250E-1,9.619050026E0,2.076000214E0
1.145502843E1,-2.980500162E-1,9.634050369E0,2.074050188E0
1.145628843E1,-3.070500195E-1,9.648000717E0,2.140950203E0
1.145754844E1,-2.880000174E-1,9.655050278E0,2.136000156E0
1.145880852E1,-2.880000174E-1,9.670050621E0,2.116950035E0
1.146006845E1,-2.860500216E-1,9.607050896E0,2.122050047E0
1.146132844E1,-2.639999986E-1,9.619050026E0,2.116950035E0
1.146258852E1,-2.350500077E-1,9.643050194E0,2.143050194E0
1.146384852E1,-2.299500108E-1,9.583050728E0,2.140950203E0
1.146510852E1,-2.299500108E-1,9.591000557E0,2.107050180E0
1.146636852E1,-1.969500035E-1,9.664950371E0,2.148000002E0
1.146762853E1,-2.209500074E-1,9.622050285E0,2.122050047E0
1.146888853E1,-1.590000093E-1,9.643050194E0,2.119050026E0
1.147014853E1,-1.039500013E-1,9.646050453E0,2.119050026E0
1.147140876E1,-1.990500093E-1,9.663000107E0,2.052000046E0
1.147266876E1,-1.849500090E-1,9.547950745E0,2.083950043E0
1.147392876E1,-1.540500075E-1,9.663000107E0,2.035950184E0
1.147518876E1,-1.319999993E-1,9.622050285E0,1.966050148E0
1.147644876E1,-1.319999993E-1,9.622050285E0,2.023950100E0
1.147770877E1,-1.510500014E-1,9.648000717E0,1.978050113E0
1.147896884E1,-1.420500129E-1,9.648000717E0,1.954050064E0
1.148022884E1,-1.300500035E-1,9.628950119E0,1.960950136E0
1.148148884E1,-1.200000048E-1,9.600000381E0,1.870050073E0
1.148274884E1,-1.390500069E-1,9.660000801E0,1.867950082E0
1.148400884E1,-1.350000054E-1,9.655050278E0,1.863000035E0
1.148526884E1,-1.319999993E-1,9.673950195E0,1.909050107E0
1.148652907E1,-1.390500069E-1,9.643050194E0,1.846050143E0
1.148778907E1,-1.009500027E-1,9.660000801E0,1.831950068E0
1.148904907E1,-8.205000311E-2,9.639000893E0,1.822050095E0
1.149030906E1,-9.600000083E-2,9.688950539E0,1.849050045E0
1.149156906E1,-1.150500029E-1,9.682050705E0,1.831950068E0
1.149282906E1,-1.039500013E-1,9.648000717E0,1.863000035E0
1.149408914E1,-5.100000277E-2,9.652950287E0,1.843950033E0
1.149534914E1,-6.300000101E-2,9.639000893E0,1.894050121E0
1.149660914E1,-6.495000422E-2,9.639000893E0,1.861050129E0
1.149786914E1,-4.800000042E-2,9.660000801E0,1.843950033E0
1.149912914E1,-5.805000290E-2,9.631050110E0,1.855950117E0
1.150038914E1,-6.000000238E-2,9.679050446E0,1.959000111E0
1.150164914E1,-8.400000632E-2,9.676950455E0,1.939950109E0
1.150290937E1,-6.495000422E-2,9.658050537E0,1.954050064E0
1.150416937E1,-8.400000632E-2,9.640950203E0,1.969050050E0
1.150542937E1,-7.500000298E-2,9.700950623E0,1.975950122E0
1.150668937E1,-7.500000298E-2,9.660000801E0,2.008949995E0
1.150794935E1,-7.695000619E-2,9.663000107E0,1.990050077E0
1.150920935E1,-1.129500046E-1,9.622050285E0,1.975950122E0
1.151046943E1,-9.405000508E-2,9.691050529E0,2.071950197E0
1.151172943E1,-1.469999999E-1,9.652950287E0,2.047950029E0
1.151298943E1,-1.230000034E-1,9.619050026E0,2.028000116E0
1.151424943E1,-1.249500066E-1,9.648000717E0,2.016000032E0
1.151550943E1,-1.060500070E-1,9.595050812E0,2.042999983E0
1.151676943E1,-1.249500066E-1,9.576000214E0,1.995000124E0
1.151802968E1,-1.230000034E-1,9.672000885E0,2.011950016E0
1.151928968E1,-1.200000048E-1,9.612000465E0,1.990050077E0
1.152054968E1,-1.230000034E-1,9.624000549E0,1.987950087E0
1.152180968E1,-1.060500070E-1,9.648000717E0,1.957050085E0
1.152306968E1,-1.060500070E-1,9.640950203E0,1.995000124E0
1.152432968E1,-1.489500105E-1,9.574050903E0,1.981050134E0
1.152558968E1,-1.729500145E-1,9.615000725E0,1.960950136E0
1.152684968E1,-2.040000111E-1,9.595050812E0,1.915950060E0
1.152810976E1,-1.849500090E-1,9.628950119E0,1.947000146E0
1.152936976E1,-2.040000111E-1,9.604950905E0,1.923000097E0
1.153062976E1,-2.520000041E-1,9.667050362E0,1.959000111E0
1.153188976E1,-2.500500083E-1,9.591000557E0,1.971000075E0
1.153314976E1,-2.380500138E-1,9.640950203E0,1.935000062E0
1.153440976E1,-2.980500162E-1,9.651000023E0,1.936950088E0
1.153566999E1,-2.779500186E-1,9.660000801E0,1.948950052E0
1.153692999E1,-2.710500062E-1,9.640950203E0,1.975950122E0
1.153819004E1,-3.000000119E-1,9.655050278E0,1.972950101E0
1.153945004E1,-3.550500274E-1,9.670050621E0,1.996950150E0
1.154071004E1,-3.649500310E-1,9.631050110E0,2.050050020E0
1.154197004E1,-3.790500164E-1,9.604950905E0,2.067000151E0
1.154323011E1,-3.739500046E-1,9.676950455E0,2.050050020E0
1.154449011E1,-3.769500256E-1,9.624000549E0,2.020950079E0
1.154575011E1,-3.529500067E-1,9.664950371E0,2.080950022E0
1.154701011E1,-3.379500210E-1,9.634050369E0,2.071950197E0
1.154827014E1,-3.769500256E-1,9.652950287E0,2.124000072E0
1.154953014E1,-3.480000198E-1,9.673950195E0,2.119050026E0
1.155079037E1,-3.930000067E-1,9.652950287E0,2.088000059E0
1.155205037E1,-3.769500256E-1,9.684000015E0,2.110050201E0
1.155331037E1,-3.889500201E-1,9.640950203E0,2.139000177E0
1.155457037E1,-3.210000098E-1,9.660000801E0,2.100000143E0
1.155583037E1,-3.169500232E-1,9.624000549E0,2.104950190E0
1.155709037E1,-3.499500155E-1,9.651000023E0,2.116950035E0
1.155835037E1,-2.980500162E-1,9.619050026E0,2.127000093E0
1.155961044E1,-3.379500210E-1,9.615000725E0,2.172000170E0
1.156087044E1,-2.779500186E-1,9.586050034E0,2.163000107E0
1.156213044E1,-3.480000198E-1,9.636000633E0,2.148000002E0
1.156339044E1,-3.210000098E-1,9.598050117E0,2.083950043E0
1.156465044E1,-3.310500085E-1,9.622050285E0,2.127000093E0
1.156591044E1,-3.190500140E-1,9.615000725E0,2.172000170E0
1.156717067E1,-2.710500062E-1,9.658050537E0,2.136000156E0
1.156843067E1,-2.929500043E-1,9.646050453E0,2.098050117E0
1.156969067E1,-2.929500043E-1,9.646050453E0,2.116950035E0
1.157095067E1,-2.760000229E-1,9.679050446E0,2.111999989E0
1.157221067E1,-2.500500083E-1,9.663000107E0,2.083950043E0
1.157347067E1,-2.380500138E-1,9.636000633E0,2.038050175E0
1.157473074E1,-2.689500153E-1,9.628950119E0,2.047950029E0
1.157599075E1,-2.590500116E-1,9.652950287E0,2.044950008E0
1.157725075E1,-3.240000010E-1,9.639000893E0,2.059950113E0
1.157851076E1,-3.090000153E-1,9.607050896E0,1.996950150E0
1.157977076E1,-3.090000153E-1,9.667050362E0,1.954050064E0
1.158103076E1,-3.240000010E-1,9.672000885E0,1.909050107E0
1.158229076E1,-3.259500265E-1,9.685950279E0,1.854000092E0
1.158355098E1,-2.880000174E-1,9.664950371E0,1.846050143E0
1.158481076E1,-2.860500216E-1,9.684000015E0,1.902000070E0
1.158607099E1,-2.710500062E-1,9.694050789E0,1.854000092E0
1.158733099E1,-2.620500028E-1,9.712950706E0,1.806000113E0
1.158859096E1,-2.329500169E-1,9.718050003E0,1.726950049E0
1.158985096E1,-2.329500169E-1,9.700950623E0,1.750950098E0
1.159111096E1,-1.830000132E-1,9.684000015E0,1.807950139E0
1.159237104E1,-1.830000132E-1,9.673950195E0,1.738950133E0
