"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
7.398108843E1,-6.671250153E1,-9.408750153E1,-6.067500305E1
7.400108197E1,-6.654375458E1,-9.478125000E1,-6.045000076E1
7.402108227E1,-6.680625153E1,-9.408750153E1,-5.986875153E1
7.404108343E1,-6.665625000E1,-9.337500000E1,-6.159375381E1
7.406107818E1,-6.663750458E1,-9.438750458E1,-6.067500305E1
7.408107865E1,-6.628125000E1,-9.313125610E1,-5.953125381E1
7.410107704E1,-6.622500610E1,-9.416250610E1,-5.998125076E1
7.412108379E1,-6.607500458E1,-9.466875458E1,-5.988750076E1
7.414108494E1,-6.645000458E1,-9.285000610E1,-6.033750153E1
7.416108162E1,-6.596250153E1,-9.292500305E1,-6.022500229E1
7.418108523E1,-6.579375458E1,-9.322500610E1,-5.953125381E1
7.420108700E1,-6.562500000E1,-9.361875153E1,-5.941875076E1
7.422108206E1,-6.577500153E1,-9.281250000E1,-5.977500153E1
7.424108339E1,-6.562500000E1,-9.350625610E1,-5.896875381E1
7.426108212E1,-6.573750305E1,-9.393750000E1,-5.964375305E1
7.428108837E1,-6.571875000E1,-9.341250610E1,-5.977500153E1
7.430108907E1,-6.570000458E1,-9.320625305E1,-5.953125381E1
7.432108584E1,-6.570000458E1,-9.504375458E1,-5.964375305E1
7.434108828E1,-6.560625458E1,-9.331875610E1,-6.046875381E1
7.436108628E1,-6.551250458E1,-9.361875153E1,-5.988750076E1
7.438108421E1,-6.523125458E1,-9.380625153E1,-6.046875381E1
7.440108714E1,-6.540000153E1,-9.493125153E1,-5.988750076E1
7.442108599E1,-6.534375000E1,-9.412500000E1,-6.000000381E1
7.444108130E1,-6.532500458E1,-9.513750458E1,-5.953125381E1
7.446108509E1,-6.504375458E1,-9.390000153E1,-6.022500229E1
7.448108397E1,-6.483750153E1,-9.521250153E1,-5.885625076E1
7.450107695E1,-6.515625000E1,-9.543750000E1,-5.861250305E1
7.452107894E1,-6.508125305E1,-9.431250000E1,-5.964375305E1
7.454107904E1,-6.511875153E1,-9.470625305E1,-5.850000381E1
7.456108499E1,-6.543750000E1,-9.555000305E1,-5.930625153E1
7.458108634E1,-6.489375305E1,-9.461250305E1,-6.000000381E1
7.460108366E1,-6.511875153E1,-9.502500153E1,-5.919375229E1
7.462108908E1,-6.481875610E1,-9.470625305E1,-5.908125305E1
7.464108799E1,-6.495000458E1,-9.511875153E1,-5.758125305E1
7.466108734E1,-6.451875305E1,-9.448125458E1,-5.885625076E1
7.468107690E1,-6.476250458E1,-9.551250458E1,-5.850000381E1
7.470107608E1,-6.446250153E1,-9.549375153E1,-5.861250305E1
7.472108272E1,-6.448125458E1,-9.570000458E1,-5.827500153E1
7.474108612E1,-6.478125000E1,-9.429375458E1,-5.919375229E1
7.476108428E1,-6.446250153E1,-9.530625153E1,-5.919375229E1
7.478109046E1,-6.435000610E1,-9.519375610E1,-5.953125381E1
7.480108920E1,-6.406875610E1,-9.547500610E1,-5.988750076E1
7.482108407E1,-6.412500000E1,-9.446250153E1,-5.930625153E1
7.484108879E1,-6.397500229E1,-9.547500610E1,-5.896875381E1
7.486108821E1,-6.401250458E1,-9.435000610E1,-5.827500153E1
7.488108618E1,-6.388125229E1,-9.536250305E1,-5.816250229E1
7.490107773E1,-6.378750229E1,-9.536250305E1,-5.782500076E1
7.492107943E1,-6.401250458E1,-9.598125458E1,-5.793750381E1
7.494107658E1,-6.403125000E1,-9.607500458E1,-5.793750381E1
7.496107954E1,-6.397500229E1,-9.536250305E1,-5.827500153E1
7.498107789E1,-6.369375229E1,-9.556875610E1,-5.885625076E1
7.500108378E1,-6.369375229E1,-9.566250610E1,-5.863125229E1
7.502108460E1,-6.350625229E1,-9.575625610E1,-5.874375153E1
7.504109276E1,-6.330000305E1,-9.553125000E1,-5.919375229E1
7.506109645E1,-6.301875305E1,-9.562500000E1,-5.874375153E1
7.508109522E1,-6.296250153E1,-9.470625305E1,-5.943750381E1
7.510108910E1,-6.303750229E1,-9.551250458E1,-5.760000229E1
7.512109019E1,-6.277500153E1,-9.470625305E1,-5.863125229E1
7.514109183E1,-6.277500153E1,-9.622500610E1,-5.816250229E1
7.516108923E1,-6.266250229E1,-9.601875305E1,-5.829375076E1
7.518107816E1,-6.286875153E1,-9.633750153E1,-5.840625381E1
7.520107866E1,-6.266250229E1,-9.438750458E1,-5.806875229E1
7.522107531E1,-6.277500153E1,-9.622500610E1,-5.771250153E1
7.524107989E1,-6.241875076E1,-9.508125305E1,-5.851875305E1
7.526107997E1,-6.288750076E1,-9.489375305E1,-5.771250153E1
7.528108633E1,-6.266250229E1,-9.611250305E1,-5.863125229E1
7.530108666E1,-6.296250153E1,-9.450000000E1,-5.782500076E1
7.532108414E1,-6.258750153E1,-9.457500458E1,-5.840625381E1
7.534108735E1,-6.279375076E1,-9.500625610E1,-5.851875305E1
7.536108785E1,-6.256875229E1,-9.416250610E1,-5.771250153E1
7.538108403E1,-6.256875229E1,-9.427500153E1,-5.840625381E1
7.540108786E1,-6.253125381E1,-9.560625458E1,-5.863125229E1
7.542108720E1,-6.270000076E1,-9.358125305E1,-5.966250229E1
7.544108059E1,-6.262500381E1,-9.530625153E1,-5.829375076E1
7.546108238E1,-6.238125229E1,-9.457500458E1,-5.885625076E1
7.548108008E1,-6.294375229E1,-9.583125305E1,-5.863125229E1
7.550108780E1,-6.275625229E1,-9.613125610E1,-5.829375076E1
7.552108964E1,-6.245625305E1,-9.590625000E1,-5.908125305E1
7.554108649E1,-6.264375305E1,-9.581250000E1,-5.829375076E1
7.556109124E1,-6.240000153E1,-9.650625610E1,-5.806875229E1
7.558109086E1,-6.234375381E1,-9.568125153E1,-5.782500076E1
7.560109016E1,-6.249375153E1,-9.661875153E1,-5.806875229E1
7.562108119E1,-6.243750381E1,-9.560625458E1,-5.806875229E1
7.564108128E1,-6.258750153E1,-9.622500610E1,-5.782500076E1
7.566107621E1,-6.247500229E1,-9.620625305E1,-5.771250153E1
7.568108169E1,-6.247500229E1,-9.631875610E1,-5.806875229E1
7.570108217E1,-6.230625153E1,-9.476250458E1,-5.829375076E1
7.572107885E1,-6.217500305E1,-9.620625305E1,-5.898750305E1
7.574108109E1,-6.215625381E1,-9.568125153E1,-5.840625381E1
7.576107885E1,-6.226875305E1,-9.590625000E1,-5.829375076E1
7.578108443E1,-6.238125229E1,-9.457500458E1,-5.748750305E1
7.580108711E1,-6.226875305E1,-9.588750458E1,-5.793750381E1
7.582108316E1,-6.213750076E1,-9.538125610E1,-5.782500076E1
7.584108828E1,-6.260625076E1,-9.661875153E1,-5.760000229E1
7.586108822E1,-6.228750229E1,-9.630000305E1,-5.760000229E1
7.588108396E1,-6.211875153E1,-9.660000610E1,-5.748750305E1
7.590108597E1,-6.185625076E1,-9.556875610E1,-5.840625381E1
7.592108376E1,-6.221250153E1,-9.661875153E1,-5.806875229E1
7.594109082E1,-6.202500153E1,-9.680625153E1,-5.863125229E1
7.596109369E1,-6.238125229E1,-9.620625305E1,-5.760000229E1
7.598109491E1,-6.189375305E1,-9.607500458E1,-5.760000229E1
7.600108699E1,-6.166875076E1,-9.545625305E1,-5.806875229E1
7.602108796E1,-6.206250381E1,-9.568125153E1,-5.760000229E1
7.604108447E1,-6.189375305E1,-9.618750763E1,-5.748750305E1
7.606108766E1,-6.191250229E1,-9.660000610E1,-5.874375153E1
7.608108564E1,-6.196875381E1,-9.609375763E1,-5.908125305E1
7.610108022E1,-6.142500305E1,-9.656250763E1,-5.840625381E1
7.612108370E1,-6.196875381E1,-9.588750458E1,-5.874375153E1
7.614108216E1,-6.161250305E1,-9.626250458E1,-5.771250153E1
7.616108981E1,-6.144375229E1,-9.667500305E1,-5.760000229E1
7.618109214E1,-6.135000229E1,-9.665625763E1,-5.668125153E1
7.620108937E1,-6.131250381E1,-9.635625458E1,-5.795625305E1
7.622108148E1,-6.136875153E1,-9.555000305E1,-5.851875305E1
7.624108523E1,-6.123750305E1,-9.645000458E1,-5.726250076E1
7.626108786E1,-6.103125381E1,-9.654375458E1,-5.726250076E1
7.628108025E1,-6.095625305E1,-9.684375763E1,-5.737500381E1
7.630108264E1,-6.037500381E1,-9.682500458E1,-5.737500381E1
7.632108056E1,-6.043125153E1,-9.600000000E1,-5.600625229E1
7.634108661E1,-5.986875153E1,-9.637500763E1,-5.726250076E1
7.636108672E1,-5.979375076E1,-9.667500305E1,-5.681250381E1
7.638108219E1,-5.956875229E1,-9.780000305E1,-5.750625229E1
7.640108612E1,-5.958750153E1,-9.667500305E1,-5.726250076E1
7.642108573E1,-5.887500381E1,-9.592500305E1,-5.692500305E1
7.644107993E1,-5.874375153E1,-9.693750763E1,-5.681250381E1
7.646108414E1,-5.889375305E1,-9.785625458E1,-5.600625229E1
7.648108369E1,-5.881875229E1,-9.673125458E1,-5.681250381E1
7.650107878E1,-5.868750381E1,-9.590625000E1,-5.681250381E1
7.652108218E1,-5.902500153E1,-9.684375763E1,-5.578125381E1
7.654107917E1,-5.887500381E1,-9.755625153E1,-5.658750153E1
7.656108423E1,-5.876250076E1,-9.755625153E1,-5.670000076E1
7.658108466E1,-5.874375153E1,-9.703125763E1,-5.636250305E1
7.660108816E1,-5.872500229E1,-9.693750763E1,-5.784375381E1
7.662109210E1,-5.846250153E1,-9.712500763E1,-5.681250381E1
7.664109092E1,-5.865000153E1,-9.703125763E1,-5.600625229E1
7.666108548E1,-5.844375229E1,-9.691875458E1,-5.658750153E1
7.668108893E1,-5.810625076E1,-9.761250305E1,-5.670000076E1
7.670108532E1,-5.833125305E1,-9.680625153E1,-5.681250381E1
7.672108930E1,-5.797500229E1,-9.740625763E1,-5.728125381E1
7.674108855E1,-5.816250229E1,-9.701250458E1,-5.613750076E1
7.676108405E1,-5.741250229E1,-9.748125458E1,-5.613750076E1
7.678108972E1,-5.726250076E1,-9.665625763E1,-5.705625153E1
7.680108961E1,-5.696250153E1,-9.806250763E1,-5.625000381E1
7.682108614E1,-5.686875153E1,-9.817500305E1,-5.671875381E1
7.684108845E1,-5.673750305E1,-9.765000153E1,-5.671875381E1
7.686109183E1,-5.658750153E1,-9.641250610E1,-5.613750076E1
7.688108450E1,-5.666250229E1,-9.785625458E1,-5.544375229E1
7.690108580E1,-5.641875076E1,-9.864375305E1,-5.602500153E1
7.692108411E1,-5.626875305E1,-9.783750153E1,-5.533125305E1
7.694107988E1,-5.613750076E1,-9.731250763E1,-5.649375153E1
7.696108370E1,-5.643750381E1,-9.733125305E1,-5.557500076E1
7.698108287E1,-5.626875305E1,-9.763125610E1,-5.613750076E1
7.700107598E1,-5.625000381E1,-9.742500305E1,-5.591250229E1
7.702107813E1,-5.598750305E1,-9.639375305E1,-5.591250229E1
7.704107594E1,-5.585625076E1,-9.729375458E1,-5.465625381E1
7.706108630E1,-5.589375305E1,-9.800625610E1,-5.544375229E1
7.708109511E1,-5.568750381E1,-9.789375305E1,-5.602500153E1
7.710110159E1,-5.589375305E1,-9.791250610E1,-5.521875381E1
7.712110180E1,-5.634375381E1,-9.763125610E1,-5.647500229E1
7.714109784E1,-5.568750381E1,-9.800625610E1,-5.602500153E1
7.716108878E1,-5.535000229E1,-9.686250305E1,-5.510625076E1
7.718108959E1,-5.536875153E1,-9.727500153E1,-5.568750381E1
7.720108565E1,-5.488125229E1,-9.703125763E1,-5.396250153E1
7.722108901E1,-5.480625153E1,-9.765000153E1,-5.512500381E1
7.724108998E1,-5.480625153E1,-9.755625153E1,-5.535000229E1
7.726108654E1,-5.441250229E1,-9.763125610E1,-5.523750305E1
7.728109116E1,-5.424375153E1,-9.793125153E1,-5.557500076E1
7.730109029E1,-5.422500229E1,-9.740625763E1,-5.476875305E1
7.732108435E1,-5.390625381E1,-9.729375458E1,-5.546250153E1
7.734108731E1,-5.383125305E1,-9.770625305E1,-5.591250229E1
7.736108673E1,-5.364375305E1,-9.770625305E1,-5.593125153E1
7.738108213E1,-5.373750305E1,-9.607500458E1,-5.673750305E1
7.740108566E1,-5.330625153E1,-9.695625305E1,-5.546250153E1
7.742108511E1,-5.351250076E1,-9.716250610E1,-5.454375076E1
7.744108066E1,-5.296875381E1,-9.766875458E1,-5.431875229E1
7.746108407E1,-5.270625305E1,-9.826875305E1,-5.478750229E1
7.748108653E1,-5.242500305E1,-9.834375763E1,-5.523750305E1
7.750107904E1,-5.244375229E1,-9.886875153E1,-5.501250076E1
7.752108230E1,-5.208750153E1,-9.740625763E1,-5.456250381E1
7.754108214E1,-5.145000076E1,-9.828750610E1,-5.422500229E1
7.756107705E1,-5.120625305E1,-9.900000763E1,-5.445000076E1
7.758108062E1,-5.118750381E1,-9.879375458E1,-5.422500229E1
7.760107908E1,-5.073750305E1,-9.937500763E1,-5.478750229E1
7.762108519E1,-5.025000381E1,-9.761250305E1,-5.411250305E1
7.764108408E1,-5.058750153E1,-9.877500153E1,-5.617500305E1
7.766109002E1,-5.017500305E1,-9.813750458E1,-5.503125381E1
7.768109031E1,-5.008125305E1,-9.843750763E1,-5.641875076E1
7.770108842E1,-4.998750305E1,-9.823125458E1,-5.536875153E1
7.772108294E1,-4.974375153E1,-9.903750610E1,-5.491875076E1
7.774108572E1,-4.980000305E1,-9.841875458E1,-5.514375305E1
7.776108412E1,-4.961250305E1,-9.871875763E1,-5.480625153E1
7.778108826E1,-4.972500229E1,-9.862500763E1,-5.433750153E1
7.780109293E1,-4.950000381E1,-9.819375610E1,-5.411250305E1
7.782108768E1,-4.961250305E1,-9.841875458E1,-5.433750153E1
7.784108919E1,-4.963125229E1,-9.892500305E1,-5.503125381E1
7.786108672E1,-4.942500305E1,-9.881250763E1,-5.559375381E1
7.788108307E1,-4.912500381E1,-9.868125153E1,-5.525625229E1
7.790108705E1,-4.921875381E1,-9.828750610E1,-5.538750076E1
7.792108622E1,-4.882500076E1,-9.826875305E1,-5.480625153E1
7.794108114E1,-4.880625153E1,-9.774375153E1,-5.366250229E1
7.796108958E1,-4.861875153E1,-9.815625763E1,-5.469375229E1
7.798108820E1,-4.811250305E1,-9.772500610E1,-5.480625153E1
7.800108196E1,-4.805625153E1,-9.853125763E1,-5.480625153E1
7.802108653E1,-4.788750076E1,-9.903750610E1,-5.469375229E1
7.804108398E1,-4.768125153E1,-9.697500610E1,-5.469375229E1
7.806108918E1,-4.734375000E1,-9.778125763E1,-5.480625153E1
7.808108888E1,-4.695000076E1,-9.787500763E1,-5.538750076E1
7.810108281E1,-4.695000076E1,-9.787500763E1,-5.516250229E1
7.812108624E1,-4.670625305E1,-9.866250610E1,-5.469375229E1
7.814108456E1,-4.655625153E1,-9.774375153E1,-5.482500076E1
7.816107881E1,-4.640625000E1,-9.834375763E1,-5.482500076E1
7.818109271E1,-4.618125153E1,-9.823125458E1,-5.527500153E1
7.820109044E1,-4.582500076E1,-9.862500763E1,-5.471250153E1
7.822108461E1,-4.582500076E1,-9.851250458E1,-5.458125305E1
7.824108656E1,-4.565625000E1,-9.892500305E1,-5.401875305E1
7.826108246E1,-4.490625000E1,-9.744375610E1,-5.403750229E1
7.828108880E1,-4.515000153E1,-9.858750153E1,-5.424375153E1
7.830109051E1,-4.490625000E1,-9.755625153E1,-5.403750229E1
7.832108549E1,-4.458750153E1,-9.733125305E1,-5.495625305E1
7.834108974E1,-4.447500229E1,-9.671250153E1,-5.356875229E1
7.836108891E1,-4.430625153E1,-9.731250763E1,-5.426250076E1
7.838108407E1,-4.408125305E1,-9.701250458E1,-5.426250076E1
7.840108741E1,-4.402500153E1,-9.781875610E1,-5.495625305E1
7.842108417E1,-4.385625076E1,-9.791250610E1,-5.437500381E1
7.844109020E1,-4.374375153E1,-9.648750305E1,-5.598750305E1
7.846109171E1,-4.342500305E1,-9.718125153E1,-5.403750229E1
7.848108677E1,-4.335000229E1,-9.778125763E1,-5.529375076E1
7.850109246E1,-4.308750153E1,-9.817500305E1,-5.437500381E1
7.852109235E1,-4.299375153E1,-9.817500305E1,-5.461875153E1
7.854108763E1,-4.306875229E1,-9.939375305E1,-5.403750229E1
7.856109155E1,-4.267500305E1,-9.806250763E1,-5.529375076E1
7.858109191E1,-4.269375229E1,-9.806250763E1,-5.368125153E1
7.860108467E1,-4.248750305E1,-9.774375153E1,-5.450625229E1
7.862109144E1,-4.243125153E1,-9.875625610E1,-5.392500305E1
7.864109290E1,-4.224375153E1,-9.885000610E1,-5.381250381E1
7.866108610E1,-4.215000153E1,-9.885000610E1,-5.403750229E1
7.868108842E1,-4.213125229E1,-9.875625610E1,-5.495625305E1
7.870108615E1,-4.173750305E1,-9.862500763E1,-5.495625305E1
7.872108011E1,-4.171875000E1,-9.800625610E1,-5.495625305E1
7.874108204E1,-4.162500000E1,-9.811875153E1,-5.484375381E1
7.876107994E1,-4.138125229E1,-9.575625610E1,-5.542500305E1
7.878108624E1,-4.145625305E1,-9.688125610E1,-5.520000076E1
7.880108559E1,-4.108125305E1,-9.532500458E1,-5.450625229E1
7.882108243E1,-4.100625229E1,-9.583125305E1,-5.611875153E1
7.884108755E1,-4.078125000E1,-9.684375763E1,-5.428125381E1
7.886108738E1,-4.051875305E1,-9.592500305E1,-5.703750229E1
7.888108317E1,-4.042500305E1,-9.753750610E1,-5.439375305E1
7.890109146E1,-3.993750000E1,-9.751875305E1,-5.497500229E1
7.892108774E1,-3.991875076E1,-9.710625458E1,-5.439375305E1
7.894109348E1,-3.931875229E1,-9.523125458E1,-5.510625076E1
7.896109329E1,-3.924375153E1,-9.716250610E1,-5.452500153E1
7.898108942E1,-3.946875000E1,-9.780000305E1,-5.521875381E1
7.900109358E1,-3.890625000E1,-9.665625763E1,-5.602500153E1
7.902109283E1,-3.888750076E1,-9.776250458E1,-5.486250305E1
7.904108648E1,-3.875625229E1,-9.755625153E1,-5.555625153E1
7.906108850E1,-3.830625153E1,-9.783750153E1,-5.475000381E1
7.908109050E1,-3.817500305E1,-9.896250153E1,-5.441250229E1
7.910108376E1,-3.770625305E1,-9.750000763E1,-5.418750381E1
7.912109291E1,-3.761250305E1,-9.770625305E1,-5.521875381E1
7.914110191E1,-3.721875000E1,-9.778125763E1,-5.555625153E1
7.916109367E1,-3.727500153E1,-9.871875763E1,-5.555625153E1
7.918109400E1,-3.676875305E1,-9.847500610E1,-5.557500076E1
7.920108976E1,-3.676875305E1,-9.828750610E1,-5.533125305E1
7.922108120E1,-3.656250000E1,-9.663750458E1,-5.591250229E1
7.924108292E1,-3.654375076E1,-9.765000153E1,-5.452500153E1
7.926107910E1,-3.631875229E1,-9.744375610E1,-5.613750076E1
7.928108419E1,-3.609375000E1,-9.834375763E1,-5.533125305E1
7.930108575E1,-3.626250076E1,-9.783750153E1,-5.533125305E1
7.932108354E1,-3.613125229E1,-9.733125305E1,-5.557500076E1
7.934108829E1,-3.630000305E1,-9.682500458E1,-5.523750305E1
7.936108622E1,-3.615000153E1,-9.774375153E1,-5.533125305E1
7.938108102E1,-3.586875153E1,-9.793125153E1,-5.602500153E1
7.940109042E1,-3.566250229E1,-9.781875610E1,-5.568750381E1
7.942108720E1,-3.588750076E1,-9.802500153E1,-5.510625076E1
7.944109329E1,-3.588750076E1,-9.650625610E1,-5.602500153E1
7.946109388E1,-3.571875000E1,-9.873750305E1,-5.510625076E1
7.948109075E1,-3.556875229E1,-9.770625305E1,-5.615625381E1
7.950108308E1,-3.519375229E1,-9.819375610E1,-5.591250229E1
7.952108641E1,-3.562500000E1,-9.710625458E1,-5.626875305E1
7.954108280E1,-3.515625000E1,-9.748125458E1,-5.557500076E1
7.956108791E1,-3.530625153E1,-9.688125610E1,-5.718750381E1
7.958108734E1,-3.506250000E1,-9.757500458E1,-5.535000229E1
7.960108354E1,-3.476250076E1,-9.746250153E1,-5.591250229E1
7.962108792E1,-3.472500229E1,-9.665625763E1,-5.696250153E1
7.964108718E1,-3.431250000E1,-9.622500610E1,-5.581875229E1
7.966108258E1,-3.444375229E1,-9.684375763E1,-5.557500076E1
7.968108414E1,-3.450000000E1,-9.796875763E1,-5.660625076E1
7.970108207E1,-3.416250229E1,-9.703125763E1,-5.649375153E1
7.972108860E1,-3.431250000E1,-9.611250305E1,-5.467500305E1
7.974108849E1,-3.401250076E1,-9.631875610E1,-5.615625381E1
7.976108608E1,-3.382500076E1,-9.609375763E1,-5.559375381E1
7.978109140E1,-3.369375229E1,-9.731250763E1,-5.615625381E1
7.980109141E1,-3.345000076E1,-9.658125305E1,-5.731875229E1
7.982108514E1,-3.318750000E1,-9.699375153E1,-5.731875229E1
7.984109346E1,-3.324375153E1,-9.648750305E1,-5.696250153E1
7.984109346E1,-2.748750114E1,-9.436875153E1,-5.872500229E1
7.986109717E1,-2.775000191E1,-9.570000458E1,-5.825625229E1
7.988110876E1,-2.769375038E1,-9.466875458E1,-5.827500153E1
7.990113059E1,-2.771250153E1,-9.487500000E1,-5.791875076E1
7.992115899E1,-2.756250191E1,-9.600000000E1,-5.850000381E1
7.994119392E1,-2.761875153E1,-9.487500000E1,-5.791875076E1
7.996121952E1,-2.763750076E1,-9.333750153E1,-5.724375153E1
7.998123270E1,-2.760000038E1,-9.476250458E1,-5.838750076E1
8.000124896E1,-2.769375038E1,-9.478125000E1,-5.838750076E1
8.002125301E1,-2.752500153E1,-9.487500000E1,-5.758125305E1
8.004125204E1,-2.756250191E1,-9.406875610E1,-5.872500229E1
8.006125347E1,-2.758125114E1,-9.294375610E1,-5.988750076E1
8.008124916E1,-2.782500076E1,-9.540000153E1,-5.895000076E1
8.010125165E1,-2.765625191E1,-9.568125153E1,-5.791875076E1
8.012124846E1,-2.793750191E1,-9.571875000E1,-5.883750153E1
8.014123951E1,-2.752500153E1,-9.538125610E1,-5.896875381E1
8.016123922E1,-2.771250153E1,-9.487500000E1,-5.814375305E1
8.018123725E1,-2.761875153E1,-9.508125305E1,-5.791875076E1
8.020123230E1,-2.782500076E1,-9.519375610E1,-5.780625153E1
8.022123461E1,-2.752500153E1,-9.496875000E1,-5.814375305E1
8.024123192E1,-2.763750076E1,-9.538125610E1,-5.850000381E1
8.026122559E1,-2.763750076E1,-9.538125610E1,-5.791875076E1
8.028122764E1,-2.763750076E1,-9.528750610E1,-5.758125305E1
8.030122762E1,-2.778750038E1,-9.446250153E1,-5.758125305E1
8.032122015E1,-2.791875076E1,-9.519375610E1,-5.814375305E1
8.034122236E1,-2.788125038E1,-9.478125000E1,-5.838750076E1
8.036122167E1,-2.784375191E1,-9.386250305E1,-5.896875381E1
8.038122888E1,-2.769375038E1,-9.468750000E1,-5.872500229E1
8.040123044E1,-2.763750076E1,-9.538125610E1,-5.883750153E1
8.042122731E1,-2.746875191E1,-9.588750458E1,-5.861250305E1
8.044123227E1,-2.782500076E1,-9.540000153E1,-5.825625229E1
8.046123033E1,-2.806875038E1,-9.470625305E1,-5.941875076E1
8.048123621E1,-2.773125076E1,-9.365625000E1,-5.838750076E1
8.050123569E1,-2.773125076E1,-9.549375153E1,-5.827500153E1
8.052123144E1,-2.767500114E1,-9.425625610E1,-5.780625153E1
8.054123743E1,-2.778750038E1,-9.457500458E1,-5.883750153E1
8.056123745E1,-2.801250076E1,-9.498750305E1,-5.791875076E1
8.058123314E1,-2.741250038E1,-9.466875458E1,-5.769375229E1
8.060123697E1,-2.756250191E1,-9.425625610E1,-5.838750076E1
8.062123931E1,-2.731875038E1,-9.496875000E1,-5.814375305E1
8.064123260E1,-2.735625076E1,-9.547500610E1,-5.803125381E1
8.066123381E1,-2.752500153E1,-9.517500305E1,-5.861250305E1
8.068123290E1,-2.748750114E1,-9.436875153E1,-5.838750076E1
8.070122802E1,-2.722500038E1,-9.506250000E1,-5.814375305E1
8.072123123E1,-2.752500153E1,-9.517500305E1,-5.827500153E1
8.074123015E1,-2.752500153E1,-9.528750610E1,-5.872500229E1
8.076122312E1,-2.735625076E1,-9.568125153E1,-5.814375305E1
8.078123009E1,-2.724375153E1,-9.395625305E1,-6.045000076E1
8.080122654E1,-2.737500191E1,-9.435000610E1,-5.850000381E1
8.082123692E1,-2.724375153E1,-9.526875305E1,-5.838750076E1
8.084122570E1,-2.745000076E1,-9.363750458E1,-5.758125305E1
8.086122391E1,-2.746875191E1,-9.393750000E1,-5.780625153E1
8.088122964E1,-2.761875153E1,-9.498750305E1,-5.861250305E1
8.090123048E1,-2.737500191E1,-9.403125000E1,-5.827500153E1
8.092122595E1,-2.716875076E1,-9.373125458E1,-5.793750381E1
8.094123006E1,-2.750625038E1,-9.476250458E1,-5.814375305E1
8.096122964E1,-2.733750153E1,-9.526875305E1,-5.803125381E1
8.098122360E1,-2.746875191E1,-9.405000305E1,-5.780625153E1
8.100122822E1,-2.748750114E1,-9.446250153E1,-5.814375305E1
8.102122788E1,-2.730000114E1,-9.466875458E1,-5.872500229E1
8.104122316E1,-2.773125076E1,-9.386250305E1,-5.850000381E1
8.106122687E1,-2.754375076E1,-9.528750610E1,-5.780625153E1
8.108122388E1,-2.746875191E1,-9.568125153E1,-5.827500153E1
8.110123313E1,-2.745000076E1,-9.547500610E1,-5.838750076E1
8.112123873E1,-2.743125153E1,-9.547500610E1,-5.850000381E1
8.114123482E1,-2.724375153E1,-9.352500153E1,-5.885625076E1
8.116123807E1,-2.733750153E1,-9.547500610E1,-5.883750153E1
8.118123623E1,-2.726250076E1,-9.566250610E1,-5.827500153E1
8.120123041E1,-2.735625076E1,-9.547500610E1,-5.861250305E1
8.122123280E1,-2.750625038E1,-9.476250458E1,-5.746875381E1
8.124122923E1,-2.735625076E1,-9.536250305E1,-5.780625153E1
8.126123391E1,-2.780625153E1,-9.498750305E1,-5.803125381E1
8.128123509E1,-2.743125153E1,-9.538125610E1,-5.838750076E1
8.130123298E1,-2.754375076E1,-9.538125610E1,-5.769375229E1
8.132122627E1,-2.752500153E1,-9.517500305E1,-5.838750076E1
8.134122830E1,-2.760000038E1,-9.303750610E1,-5.883750153E1
8.136122563E1,-2.737500191E1,-9.414375305E1,-5.769375229E1
8.138123111E1,-2.739375114E1,-9.455625153E1,-5.883750153E1
8.140123219E1,-2.750625038E1,-9.487500000E1,-5.803125381E1
8.142122667E1,-2.724375153E1,-9.352500153E1,-5.780625153E1
8.144123120E1,-2.756250191E1,-9.416250610E1,-5.850000381E1
8.146122897E1,-2.741250038E1,-9.496875000E1,-5.814375305E1
8.148123598E1,-2.748750114E1,-9.425625610E1,-5.838750076E1
8.150123719E1,-2.713125038E1,-9.363750458E1,-5.988750076E1
8.152123370E1,-2.750625038E1,-9.496875000E1,-5.850000381E1
8.154122673E1,-2.735625076E1,-9.384375000E1,-5.816250229E1
8.156123246E1,-2.767500114E1,-9.446250153E1,-5.872500229E1
8.158122994E1,-2.748750114E1,-9.436875153E1,-5.803125381E1
8.160123287E1,-2.778750038E1,-9.436875153E1,-5.780625153E1
8.162123141E1,-2.735625076E1,-9.384375000E1,-5.793750381E1
8.164122856E1,-2.746875191E1,-9.405000305E1,-5.814375305E1
8.166123307E1,-2.741250038E1,-9.506250000E1,-5.850000381E1
8.168123264E1,-2.743125153E1,-9.506250000E1,-5.769375229E1
8.170122713E1,-2.763750076E1,-9.558750153E1,-5.861250305E1
8.172122887E1,-2.743125153E1,-9.517500305E1,-5.780625153E1
8.174122739E1,-2.722500038E1,-9.526875305E1,-5.896875381E1
8.176123664E1,-2.752500153E1,-9.354375458E1,-5.896875381E1
8.178123742E1,-2.754375076E1,-9.568125153E1,-5.838750076E1
8.180123356E1,-2.728125191E1,-9.414375305E1,-5.711250305E1
8.182123767E1,-2.752500153E1,-9.517500305E1,-5.883750153E1
8.184123729E1,-2.750625038E1,-9.476250458E1,-5.850000381E1
8.186123069E1,-2.763750076E1,-9.549375153E1,-5.872500229E1
8.188123824E1,-2.743125153E1,-9.343125153E1,-5.883750153E1
8.190123439E1,-2.763750076E1,-9.213750458E1,-5.998125076E1
