"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.784027869E1,-1.113750076E1,-7.113750458E1,-8.825625610E1
1.786027724E1,-1.085625076E1,-7.121250153E1,-8.825625610E1
1.788027244E1,-1.102500057E1,-7.081875610E1,-8.769375610E1
1.790027523E1,-1.102500057E1,-7.091250610E1,-8.791875458E1
1.792027257E1,-1.113750076E1,-7.123125458E1,-8.836875153E1
1.794027733E1,-1.115625000E1,-7.143750000E1,-8.825625610E1
1.796027884E1,-1.119375038E1,-7.042500305E1,-8.861250305E1
1.798027431E1,-1.085625076E1,-7.132500458E1,-8.814375305E1
1.800027933E1,-1.093125057E1,-7.091250610E1,-8.780625153E1
1.802027943E1,-1.091250038E1,-7.070625305E1,-8.814375305E1
1.804027556E1,-1.117500019E1,-7.031250000E1,-8.998125458E1
1.806027929E1,-1.098750019E1,-7.020000458E1,-8.769375610E1
1.808027702E1,-1.111875057E1,-7.113750458E1,-8.951250458E1
1.810027020E1,-1.111875057E1,-7.102500153E1,-8.917500305E1
1.812027342E1,-1.083750057E1,-7.091250610E1,-8.883750153E1
1.814027877E1,-1.117500019E1,-7.031250000E1,-8.872500610E1
1.816028469E1,-1.104375076E1,-6.817500305E1,-9.009375000E1
1.818028493E1,-1.128750038E1,-7.042500305E1,-8.951250458E1
1.820028083E1,-1.143750000E1,-6.971250153E1,-8.964375305E1
1.822028274E1,-1.155000019E1,-7.014375305E1,-9.009375000E1
1.824028643E1,-1.162500000E1,-6.973125458E1,-8.986875153E1
1.826028010E1,-1.130625057E1,-6.941250610E1,-9.043125153E1
1.828028389E1,-1.164375019E1,-6.851250458E1,-9.056250000E1
1.830028005E1,-1.141875076E1,-6.961875153E1,-9.043125153E1
1.832027441E1,-1.141875076E1,-6.941250610E1,-9.056250000E1
1.834027755E1,-1.160625076E1,-6.931875610E1,-9.009375000E1
1.836027574E1,-1.147500038E1,-6.881250000E1,-9.043125153E1
1.838026894E1,-1.164375019E1,-6.830625153E1,-8.998125458E1
1.840027099E1,-1.171875000E1,-6.963750458E1,-9.078750610E1
1.842026864E1,-1.194375038E1,-6.862500000E1,-9.078750610E1
1.844027816E1,-1.160625076E1,-6.952500153E1,-9.090000153E1
1.846027794E1,-1.177500057E1,-6.738750458E1,-9.101250458E1
1.848027529E1,-1.186875057E1,-6.913125610E1,-9.101250458E1
1.850028029E1,-1.203750038E1,-6.853125000E1,-9.123750305E1
1.852028059E1,-1.166250038E1,-6.881250000E1,-9.056250000E1
1.854027480E1,-1.198125076E1,-6.770625305E1,-9.112500000E1
1.856027729E1,-1.179375076E1,-6.781875610E1,-9.273750305E1
1.858027494E1,-1.215000057E1,-6.699375153E1,-9.090000153E1
1.860028186E1,-1.226250076E1,-6.753750610E1,-9.215625000E1
1.862028781E1,-1.203750038E1,-6.843750000E1,-9.146250153E1
1.864028393E1,-1.186875057E1,-6.729375458E1,-9.078750610E1
1.866027645E1,-1.209375095E1,-6.791250610E1,-9.101250458E1
1.868027640E1,-1.190625000E1,-6.791250610E1,-9.148125458E1
1.870027197E1,-1.198125076E1,-6.770625305E1,-9.159375000E1
1.872027580E1,-1.209375095E1,-6.618750000E1,-9.125625610E1
1.874027561E1,-1.209375095E1,-6.802500153E1,-9.215625000E1
1.876027079E1,-1.216875076E1,-6.742500305E1,-9.204375458E1
1.878027448E1,-1.222500038E1,-6.671250153E1,-9.181875610E1
1.880027516E1,-1.231875038E1,-6.671250153E1,-9.193125153E1
1.882027170E1,-1.235625076E1,-6.763125610E1,-9.238125610E1
1.884027587E1,-1.237500095E1,-6.793125153E1,-9.215625000E1
1.886027367E1,-1.239375019E1,-6.815625000E1,-9.181875610E1
1.888028242E1,-1.230000019E1,-6.671250153E1,-9.320625305E1
1.890028735E1,-1.248750019E1,-6.804375458E1,-9.204375458E1
1.892028204E1,-1.248750019E1,-6.804375458E1,-9.238125610E1
1.894028614E1,-1.233750057E1,-6.907500458E1,-9.273750305E1
1.896028535E1,-1.248750019E1,-6.815625000E1,-9.341250610E1
1.898028004E1,-1.278750038E1,-6.826875305E1,-9.226875305E1
1.900028167E1,-1.256250095E1,-6.765000153E1,-9.228750610E1
1.902027869E1,-1.267500019E1,-6.796875000E1,-9.228750610E1
1.904027210E1,-1.243125057E1,-6.875625610E1,-9.090000153E1
1.906027596E1,-1.230000019E1,-6.813750458E1,-9.193125153E1
1.908027398E1,-1.248750019E1,-6.783750153E1,-9.090000153E1
1.910028170E1,-1.246875095E1,-6.774375153E1,-9.204375458E1
1.912028346E1,-1.256250095E1,-6.785625458E1,-9.251250458E1
1.914028015E1,-1.261875057E1,-6.866250610E1,-9.285000610E1
1.916027172E1,-1.246875095E1,-6.763125610E1,-9.204375458E1
1.918027356E1,-1.252500057E1,-6.703125000E1,-9.285000610E1
1.920026987E1,-1.286250019E1,-6.776250458E1,-9.226875305E1
1.922027567E1,-1.323750019E1,-6.778125000E1,-9.285000610E1
1.924028159E1,-1.273125076E1,-6.766875458E1,-9.331875610E1
1.926027795E1,-1.286250019E1,-6.787500000E1,-9.285000610E1
1.928028168E1,-1.286250019E1,-6.796875000E1,-9.226875305E1
1.930028066E1,-1.336875057E1,-6.819375610E1,-9.262500000E1
1.932027567E1,-1.275000095E1,-6.622500610E1,-9.410625458E1
1.934027698E1,-1.320000076E1,-6.695625305E1,-9.226875305E1
1.936027422E1,-1.297500038E1,-6.828750610E1,-9.365625000E1
1.938027902E1,-1.312500095E1,-6.768750000E1,-9.331875610E1
1.940027862E1,-1.284375095E1,-6.787500000E1,-9.365625000E1
1.942027658E1,-1.303125095E1,-6.573750305E1,-9.181875610E1
1.944027057E1,-1.299375057E1,-6.706875610E1,-9.354375458E1
1.946027344E1,-1.321875095E1,-6.706875610E1,-9.204375458E1
1.948027026E1,-1.316250038E1,-6.808125305E1,-9.331875610E1
1.950028053E1,-1.308750057E1,-6.665625000E1,-9.307500458E1
1.952027836E1,-1.329375076E1,-6.697500610E1,-9.354375458E1
1.954027766E1,-1.305000019E1,-6.613125610E1,-9.331875610E1
1.956027781E1,-1.299375057E1,-6.716250610E1,-9.376875305E1
1.958027718E1,-1.308750057E1,-6.686250305E1,-9.318750000E1
1.960027302E1,-1.327500057E1,-6.697500610E1,-9.365625000E1
1.962027664E1,-1.314375019E1,-6.768750000E1,-9.296250153E1
1.964027352E1,-1.329375076E1,-6.697500610E1,-9.296250153E1
1.966027847E1,-1.333125019E1,-6.626250458E1,-9.341250610E1
1.968027820E1,-1.333125019E1,-6.605625153E1,-9.318750000E1
1.970027377E1,-1.361250019E1,-6.596250153E1,-9.318750000E1
1.972028415E1,-1.325625038E1,-6.635625458E1,-9.307500458E1
1.974027229E1,-1.331250095E1,-6.553125000E1,-9.296250153E1
1.976027063E1,-1.348125076E1,-6.513750458E1,-9.307500458E1
1.978027576E1,-1.338750076E1,-6.697500610E1,-9.365625000E1
1.980027490E1,-1.359375095E1,-6.556875610E1,-9.307500458E1
1.982027069E1,-1.331250095E1,-6.585000610E1,-9.410625458E1
1.984027380E1,-1.366875076E1,-6.669375610E1,-9.352500153E1
1.986027202E1,-1.357500076E1,-6.536250305E1,-9.376875305E1
1.988027817E1,-1.346250057E1,-6.472500610E1,-9.331875610E1
1.990028077E1,-1.351875019E1,-6.596250153E1,-9.318750000E1
1.992027834E1,-1.346250057E1,-6.678750610E1,-9.388125610E1
1.994028330E1,-1.327500057E1,-6.667500305E1,-9.388125610E1
1.996028135E1,-1.344375038E1,-6.646875000E1,-9.354375458E1
1.996028135E1,-1.667062622E3,-1.493250122E2,-8.473125458E1
1.998028575E1,-1.398750019E1,-6.395625305E1,-9.526875305E1
2.000029754E1,-1.363125038E1,-6.628125000E1,-9.444375610E1
2.002031757E1,-1.351875019E1,-6.586875153E1,-9.446250153E1
2.004035033E1,-1.363125038E1,-6.637500000E1,-9.410625458E1
2.006038226E1,-1.348125076E1,-6.566250610E1,-9.468750000E1
2.008040486E1,-1.344375038E1,-6.637500000E1,-9.433125305E1
2.010042660E1,-1.359375095E1,-6.556875610E1,-9.457500458E1
2.012043490E1,-1.355625057E1,-6.483750153E1,-9.354375458E1
2.014044617E1,-1.353750038E1,-6.474375153E1,-9.433125305E1
2.016044919E1,-1.372500038E1,-6.607500458E1,-9.376875305E1
2.018044348E1,-1.346250057E1,-6.515625000E1,-9.468750000E1
2.020044630E1,-1.335000038E1,-6.626250458E1,-9.331875610E1
2.022044286E1,-1.340625095E1,-6.586875153E1,-9.433125305E1
2.024043501E1,-1.370625019E1,-6.566250610E1,-9.399375153E1
2.026043550E1,-1.361250019E1,-6.618750000E1,-9.457500458E1
2.028043026E1,-1.353750038E1,-6.485625458E1,-9.571875000E1
2.030042082E1,-1.359375095E1,-6.577500153E1,-9.433125305E1
2.032042562E1,-1.366875076E1,-6.515625000E1,-9.433125305E1
2.034042727E1,-1.376250076E1,-6.526875305E1,-9.354375458E1
2.036042012E1,-1.374375057E1,-6.496875000E1,-9.468750000E1
2.038042139E1,-1.365000057E1,-6.495000458E1,-9.446250153E1
2.040041889E1,-1.366875076E1,-6.515625000E1,-9.423750305E1
2.042041572E1,-1.353750038E1,-6.637500000E1,-9.376875305E1
2.044042094E1,-1.359375095E1,-6.566250610E1,-9.433125305E1
2.046041620E1,-1.348125076E1,-6.534375000E1,-9.433125305E1
2.048041973E1,-1.344375038E1,-6.626250458E1,-9.388125610E1
2.050041834E1,-1.338750076E1,-6.504375458E1,-9.318750000E1
2.052041530E1,-1.368750095E1,-6.526875305E1,-9.341250610E1
2.054042003E1,-1.318125057E1,-6.523125458E1,-9.341250610E1
2.056041983E1,-1.353750038E1,-6.474375153E1,-9.423750305E1
2.058041465E1,-1.346250057E1,-6.341250229E1,-9.560625458E1
2.060041714E1,-1.348125076E1,-6.534375000E1,-9.423750305E1
2.062041484E1,-1.357500076E1,-6.525000000E1,-9.354375458E1
2.064042228E1,-1.336875057E1,-6.483750153E1,-9.388125610E1
2.066042212E1,-1.348125076E1,-6.545625305E1,-9.376875305E1
2.068041944E1,-1.387500095E1,-6.558750153E1,-9.399375153E1
2.070042488E1,-1.340625095E1,-6.564375305E1,-9.354375458E1
2.072042488E1,-1.365000057E1,-6.485625458E1,-9.399375153E1
2.074041982E1,-1.353750038E1,-6.616875458E1,-9.399375153E1
2.076042840E1,-1.370625019E1,-6.586875153E1,-9.421875000E1
2.078041385E1,-1.344375038E1,-6.626250458E1,-9.341250610E1
2.080041151E1,-1.378125095E1,-6.568125153E1,-9.491250610E1
2.082041825E1,-1.383750057E1,-6.660000610E1,-9.399375153E1
2.084041836E1,-1.353750038E1,-6.626250458E1,-9.388125610E1
2.086041384E1,-1.350000095E1,-6.566250610E1,-9.446250153E1
2.088041760E1,-1.372500038E1,-6.628125000E1,-9.399375153E1
2.090041541E1,-1.331250095E1,-6.575625610E1,-9.423750305E1
2.092042574E1,-1.336875057E1,-6.656250000E1,-9.399375153E1
2.094041965E1,-1.333125019E1,-6.626250458E1,-9.399375153E1
2.096041593E1,-1.338750076E1,-6.545625305E1,-9.446250153E1
2.098043131E1,-1.389375019E1,-6.577500153E1,-9.457500458E1
2.100042933E1,-1.398750019E1,-6.568125153E1,-9.480000305E1
2.102042346E1,-1.372500038E1,-6.628125000E1,-9.421875000E1
2.104042626E1,-1.380000019E1,-6.577500153E1,-9.410625458E1
2.106042338E1,-1.387500095E1,-6.558750153E1,-9.457500458E1
2.108041605E1,-1.398750019E1,-6.568125153E1,-9.444375610E1
2.110042068E1,-1.413750076E1,-6.487500000E1,-9.388125610E1
2.112041751E1,-1.398750019E1,-6.558750153E1,-9.352500153E1
2.114042384E1,-1.370625019E1,-6.586875153E1,-9.376875305E1
2.116042497E1,-1.385625076E1,-6.506250000E1,-9.376875305E1
2.118042137E1,-1.374375057E1,-6.465000153E1,-9.376875305E1
2.120042550E1,-1.387500095E1,-6.536250305E1,-9.307500458E1
2.122042381E1,-1.385625076E1,-6.658125305E1,-9.376875305E1
2.124041775E1,-1.353750038E1,-6.616875458E1,-9.410625458E1
2.126042217E1,-1.374375057E1,-6.648750305E1,-9.388125610E1
2.128042310E1,-1.385625076E1,-6.526875305E1,-9.433125305E1
2.130041816E1,-1.372500038E1,-6.639375305E1,-9.433125305E1
2.132042146E1,-1.366875076E1,-6.506250000E1,-9.457500458E1
2.134041999E1,-1.366875076E1,-6.515625000E1,-9.446250153E1
2.136041459E1,-1.380000019E1,-6.577500153E1,-9.421875000E1
2.138041681E1,-1.378125095E1,-6.556875610E1,-9.457500458E1
2.140041409E1,-1.413750076E1,-6.661875153E1,-9.421875000E1
2.142042112E1,-1.351875019E1,-6.575625610E1,-9.399375153E1
2.144042363E1,-1.361250019E1,-6.586875153E1,-9.399375153E1
2.146042056E1,-1.389375019E1,-6.598125458E1,-9.433125305E1
2.148042474E1,-1.400625038E1,-6.577500153E1,-9.376875305E1
2.150042430E1,-1.368750095E1,-6.547500610E1,-9.433125305E1
2.152042002E1,-1.365000057E1,-6.658125305E1,-9.376875305E1
2.154042611E1,-1.348125076E1,-6.534375000E1,-9.365625000E1
2.156042289E1,-1.366875076E1,-6.495000458E1,-9.388125610E1
2.158041792E1,-1.398750019E1,-6.547500610E1,-9.410625458E1
2.160041976E1,-1.366875076E1,-6.515625000E1,-9.388125610E1
2.162041846E1,-1.366875076E1,-6.526875305E1,-9.399375153E1
2.164041413E1,-1.370625019E1,-6.598125458E1,-9.444375610E1
2.166041744E1,-1.411875057E1,-6.436875153E1,-9.433125305E1
2.168041492E1,-1.372500038E1,-6.433125305E1,-9.423750305E1
2.170041966E1,-1.372500038E1,-6.639375305E1,-9.421875000E1
2.172042362E1,-1.374375057E1,-6.485625458E1,-9.446250153E1
2.174042038E1,-1.376250076E1,-6.526875305E1,-9.457500458E1
2.176042282E1,-1.372500038E1,-6.444375610E1,-9.468750000E1
2.178042208E1,-1.376250076E1,-6.496875000E1,-9.376875305E1
2.180041766E1,-1.393125057E1,-6.476250458E1,-9.365625000E1
2.182042147E1,-1.370625019E1,-6.566250610E1,-9.399375153E1
2.184041847E1,-1.370625019E1,-6.607500458E1,-9.457500458E1
2.186042343E1,-1.400625038E1,-6.598125458E1,-9.376875305E1
2.188042291E1,-1.340625095E1,-6.586875153E1,-9.433125305E1
2.190041995E1,-1.389375019E1,-6.568125153E1,-9.399375153E1
2.192042501E1,-1.368750095E1,-6.534375000E1,-9.273750305E1
2.194042531E1,-1.378125095E1,-6.568125153E1,-9.433125305E1
2.196042155E1,-1.365000057E1,-6.658125305E1,-9.421875000E1
2.198042548E1,-1.368750095E1,-6.566250610E1,-9.480000305E1
2.200042309E1,-1.368750095E1,-6.556875610E1,-9.376875305E1
2.202041904E1,-1.374375057E1,-6.496875000E1,-9.410625458E1
2.204042080E1,-1.353750038E1,-6.637500000E1,-9.444375610E1
2.206041834E1,-1.398750019E1,-6.579375458E1,-9.421875000E1
2.208041391E1,-1.359375095E1,-6.556875610E1,-9.457500458E1
2.210041819E1,-1.378125095E1,-6.566250610E1,-9.410625458E1
2.212041762E1,-1.376250076E1,-6.495000458E1,-9.365625000E1
2.214041333E1,-1.374375057E1,-6.496875000E1,-9.423750305E1
2.216041531E1,-1.370625019E1,-6.577500153E1,-9.410625458E1
2.218041319E1,-1.385625076E1,-6.496875000E1,-9.296250153E1
2.220041878E1,-1.378125095E1,-6.566250610E1,-9.421875000E1
2.222041954E1,-1.395000076E1,-6.517500305E1,-9.468750000E1
2.224041677E1,-1.353750038E1,-6.453750610E1,-9.376875305E1
2.226042185E1,-1.380000019E1,-6.577500153E1,-9.341250610E1
2.228042181E1,-1.381875038E1,-6.618750000E1,-9.399375153E1
2.230041767E1,-1.363125038E1,-6.453750610E1,-9.433125305E1
2.232041996E1,-1.381875038E1,-6.414375305E1,-9.285000610E1
2.234041786E1,-1.350000095E1,-6.586875153E1,-9.480000305E1
2.236041633E1,-1.355625057E1,-6.504375458E1,-9.446250153E1
2.238041225E1,-1.348125076E1,-6.513750458E1,-9.365625000E1
2.240041247E1,-1.342500019E1,-6.596250153E1,-9.433125305E1
2.242040872E1,-1.393125057E1,-6.487500000E1,-9.571875000E1
2.244041335E1,-1.372500038E1,-6.639375305E1,-9.410625458E1
2.246041327E1,-1.372500038E1,-6.628125000E1,-9.468750000E1
2.248041868E1,-1.340625095E1,-6.586875153E1,-9.446250153E1
2.250041888E1,-1.387500095E1,-6.547500610E1,-9.410625458E1
2.252041460E1,-1.363125038E1,-6.616875458E1,-9.376875305E1
2.254042038E1,-1.383750057E1,-6.639375305E1,-9.399375153E1
2.256042088E1,-1.376250076E1,-6.547500610E1,-9.560625458E1
2.258041702E1,-1.400625038E1,-6.588750458E1,-9.388125610E1
2.260042089E1,-1.368750095E1,-6.536250305E1,-9.376875305E1
2.262041956E1,-1.370625019E1,-6.577500153E1,-9.388125610E1
2.264041294E1,-1.346250057E1,-6.515625000E1,-9.410625458E1
2.266041474E1,-1.374375057E1,-6.463125610E1,-9.285000610E1
2.268041222E1,-1.374375057E1,-6.333750153E1,-9.468750000E1
2.270042511E1,-1.374375057E1,-6.496875000E1,-9.433125305E1
2.272042564E1,-1.357500076E1,-6.515625000E1,-9.410625458E1
2.274042177E1,-1.378125095E1,-6.547500610E1,-9.444375610E1
2.276042581E1,-1.413750076E1,-6.498750305E1,-9.421875000E1
2.278042313E1,-1.346250057E1,-6.483750153E1,-9.341250610E1
2.280042256E1,-1.361250019E1,-6.586875153E1,-9.433125305E1
2.282041369E1,-1.380000019E1,-6.566250610E1,-9.341250610E1
2.284041212E1,-1.366875076E1,-6.495000458E1,-9.376875305E1
2.286041869E1,-1.366875076E1,-6.515625000E1,-9.502500153E1
2.288042177E1,-1.374375057E1,-6.485625458E1,-9.423750305E1
2.290041993E1,-1.389375019E1,-6.566250610E1,-9.318750000E1
2.292041425E1,-1.387500095E1,-6.558750153E1,-9.480000305E1
2.294041615E1,-1.353750038E1,-6.616875458E1,-9.410625458E1
2.296041907E1,-1.366875076E1,-6.504375458E1,-9.399375153E1
2.298041071E1,-1.353750038E1,-6.637500000E1,-9.468750000E1
2.300041722E1,-1.359375095E1,-6.577500153E1,-9.457500458E1
2.302042373E1,-1.348125076E1,-6.566250610E1,-9.468750000E1
2.304042703E1,-1.355625057E1,-6.658125305E1,-9.388125610E1
2.306042540E1,-1.342500019E1,-6.586875153E1,-9.354375458E1
2.308041990E1,-1.351875019E1,-6.586875153E1,-9.388125610E1
2.310042191E1,-1.331250095E1,-6.564375305E1,-9.388125610E1
2.312041827E1,-1.351875019E1,-6.607500458E1,-9.468750000E1
2.314042259E1,-1.335000038E1,-6.493125153E1,-9.538125610E1
2.316042192E1,-1.344375038E1,-6.637500000E1,-9.399375153E1
2.318041909E1,-1.353750038E1,-6.616875458E1,-9.354375458E1
2.320042435E1,-1.340625095E1,-6.575625610E1,-9.515625000E1
2.322042437E1,-1.346250057E1,-6.525000000E1,-9.491250610E1
2.324042029E1,-1.389375019E1,-6.588750458E1,-9.444375610E1
2.326042222E1,-1.361250019E1,-6.596250153E1,-9.376875305E1
2.328042058E1,-1.355625057E1,-6.648750305E1,-9.399375153E1
2.330042157E1,-1.333125019E1,-6.637500000E1,-9.433125305E1
2.332042273E1,-1.342500019E1,-6.596250153E1,-9.388125610E1
2.334042097E1,-1.342500019E1,-6.607500458E1,-9.457500458E1
2.336041560E1,-1.389375019E1,-6.579375458E1,-9.491250610E1
2.338041856E1,-1.355625057E1,-6.648750305E1,-9.388125610E1
2.340041692E1,-1.344375038E1,-6.626250458E1,-9.410625458E1
2.342041011E1,-1.344375038E1,-6.626250458E1,-9.410625458E1
2.344041250E1,-1.359375095E1,-6.566250610E1,-9.354375458E1
2.346041324E1,-1.350000095E1,-6.412500000E1,-9.491250610E1
2.348041039E1,-1.323750019E1,-6.451875305E1,-9.433125305E1
2.350041361E1,-1.370625019E1,-6.586875153E1,-9.399375153E1
2.352041221E1,-1.310625076E1,-6.573750305E1,-9.446250153E1
2.354041825E1,-1.342500019E1,-6.596250153E1,-9.423750305E1
2.356041915E1,-1.353750038E1,-6.616875458E1,-9.331875610E1
2.358041516E1,-1.363125038E1,-6.628125000E1,-9.433125305E1
2.360041840E1,-1.357500076E1,-6.536250305E1,-9.423750305E1
2.362041612E1,-1.342500019E1,-6.616875458E1,-9.480000305E1
2.364042182E1,-1.344375038E1,-6.626250458E1,-9.410625458E1
2.366042350E1,-1.336875057E1,-6.515625000E1,-9.594375610E1
2.368042085E1,-1.340625095E1,-6.564375305E1,-9.399375153E1
2.370042657E1,-1.361250019E1,-6.596250153E1,-9.423750305E1
2.372042588E1,-1.336875057E1,-6.504375458E1,-9.410625458E1
2.374042015E1,-1.336875057E1,-6.504375458E1,-9.388125610E1
2.376042186E1,-1.363125038E1,-6.444375610E1,-9.318750000E1
2.378041923E1,-1.363125038E1,-6.463125610E1,-9.376875305E1
2.380041348E1,-1.357500076E1,-6.525000000E1,-9.410625458E1
2.382041841E1,-1.361250019E1,-6.586875153E1,-9.399375153E1
2.384041811E1,-1.363125038E1,-6.628125000E1,-9.399375153E1
2.386041382E1,-1.363125038E1,-6.628125000E1,-9.444375610E1
2.388041754E1,-1.340625095E1,-6.575625610E1,-9.433125305E1
2.390041518E1,-1.351875019E1,-6.586875153E1,-9.433125305E1
2.392042023E1,-1.314375019E1,-6.626250458E1,-9.423750305E1
2.394042448E1,-1.361250019E1,-6.618750000E1,-9.444375610E1
2.396042170E1,-1.458750057E1,-6.245625305E1,-9.421875000E1
2.398041455E1,-1.355625057E1,-6.637500000E1,-9.307500458E1
2.400041635E1,-1.344375038E1,-6.626250458E1,-9.341250610E1
2.402041364E1,-1.361250019E1,-6.586875153E1,-9.388125610E1
2.404041739E1,-1.355625057E1,-6.678750610E1,-9.421875000E1
2.406042130E1,-1.359375095E1,-6.545625305E1,-9.285000610E1
2.408041490E1,-1.363125038E1,-6.618750000E1,-9.388125610E1
2.410042382E1,-1.363125038E1,-6.648750305E1,-9.399375153E1
2.412043007E1,-1.316250038E1,-6.656250000E1,-9.446250153E1
2.414043376E1,-1.359375095E1,-6.566250610E1,-9.376875305E1
2.416043250E1,-1.327500057E1,-6.493125153E1,-9.331875610E1
2.418042650E1,-1.366875076E1,-6.515625000E1,-9.423750305E1
2.420042849E1,-1.363125038E1,-6.637500000E1,-9.457500458E1
2.422042569E1,-1.361250019E1,-6.596250153E1,-9.423750305E1
2.424041935E1,-1.342500019E1,-6.616875458E1,-9.457500458E1
2.426042417E1,-1.353750038E1,-6.626250458E1,-9.423750305E1
2.428042253E1,-1.361250019E1,-6.586875153E1,-9.354375458E1
2.430041746E1,-1.366875076E1,-6.547500610E1,-9.502500153E1
2.432042092E1,-1.351875019E1,-6.628125000E1,-9.502500153E1
2.434041983E1,-1.378125095E1,-6.556875610E1,-9.468750000E1
2.436041353E1,-1.340625095E1,-6.596250153E1,-9.468750000E1
2.438041998E1,-1.408125019E1,-6.579375458E1,-9.410625458E1
2.440042324E1,-1.385625076E1,-6.517500305E1,-9.444375610E1
2.442041748E1,-1.346250057E1,-6.678750610E1,-9.365625000E1
2.444041939E1,-1.359375095E1,-6.566250610E1,-9.410625458E1
2.446041709E1,-1.363125038E1,-6.628125000E1,-9.433125305E1
2.448042264E1,-1.355625057E1,-6.453750610E1,-9.296250153E1
2.450042273E1,-1.361250019E1,-6.618750000E1,-9.433125305E1
2.452041698E1,-1.333125019E1,-6.605625153E1,-9.376875305E1
2.454041983E1,-1.344375038E1,-6.646875000E1,-9.399375153E1
2.456041946E1,-1.357500076E1,-6.504375458E1,-9.365625000E1
2.458041495E1,-1.383750057E1,-6.496875000E1,-9.468750000E1
2.460041875E1,-1.359375095E1,-6.566250610E1,-9.433125305E1
2.462041807E1,-1.342500019E1,-6.616875458E1,-9.388125610E1
2.464041331E1,-1.331250095E1,-6.564375305E1,-9.388125610E1
2.466041717E1,-1.355625057E1,-6.648750305E1,-9.399375153E1
2.468041542E1,-1.396875095E1,-6.691875458E1,-9.433125305E1
2.470042045E1,-1.372500038E1,-6.628125000E1,-9.410625458E1
2.472042137E1,-1.368750095E1,-6.556875610E1,-9.468750000E1
2.474041702E1,-1.353750038E1,-6.626250458E1,-9.410625458E1
2.476042212E1,-1.342500019E1,-6.596250153E1,-9.388125610E1
2.478042198E1,-1.351875019E1,-6.586875153E1,-9.410625458E1
2.480041756E1,-1.357500076E1,-6.536250305E1,-9.410625458E1
2.482042120E1,-1.353750038E1,-6.626250458E1,-9.399375153E1
2.484041873E1,-1.365000057E1,-6.648750305E1,-9.354375458E1
2.486042348E1,-1.361250019E1,-6.433125305E1,-9.388125610E1
2.488042298E1,-1.344375038E1,-6.474375153E1,-9.376875305E1
2.490041885E1,-1.342500019E1,-6.616875458E1,-9.399375153E1
2.492042464E1,-1.346250057E1,-6.483750153E1,-9.376875305E1
2.494042544E1,-1.368750095E1,-6.545625305E1,-9.399375153E1
2.496042146E1,-1.342500019E1,-6.616875458E1,-9.457500458E1
2.498042816E1,-1.348125076E1,-6.382500076E1,-9.549375153E1
2.500042457E1,-1.346250057E1,-6.493125153E1,-9.376875305E1
2.502041780E1,-1.355625057E1,-6.495000458E1,-9.410625458E1
2.504041974E1,-1.366875076E1,-6.515625000E1,-9.423750305E1
2.506041764E1,-1.353750038E1,-6.433125305E1,-9.376875305E1
2.508041324E1,-1.342500019E1,-6.605625153E1,-9.354375458E1
2.510041714E1,-1.361250019E1,-6.586875153E1,-9.410625458E1
2.512041655E1,-1.361250019E1,-6.586875153E1,-9.376875305E1
2.514041198E1,-1.348125076E1,-6.545625305E1,-9.433125305E1
2.516042080E1,-1.365000057E1,-6.648750305E1,-9.331875610E1
2.518041726E1,-1.351875019E1,-6.596250153E1,-9.399375153E1
2.520042452E1,-1.331250095E1,-6.605625153E1,-9.480000305E1
2.522043087E1,-1.361250019E1,-6.575625610E1,-9.365625000E1
2.524043650E1,-1.389375019E1,-6.588750458E1,-9.444375610E1
2.526043671E1,-1.344375038E1,-6.637500000E1,-9.468750000E1
2.528043215E1,-1.338750076E1,-6.555000305E1,-9.446250153E1
2.530042285E1,-1.336875057E1,-6.534375000E1,-9.549375153E1
2.532042771E1,-1.363125038E1,-6.628125000E1,-9.421875000E1
2.534042283E1,-1.348125076E1,-6.556875610E1,-9.410625458E1
2.536041428E1,-1.357500076E1,-6.536250305E1,-9.457500458E1
2.538041700E1,-1.363125038E1,-6.637500000E1,-9.399375153E1
2.540041536E1,-1.357500076E1,-6.545625305E1,-9.480000305E1
2.542041032E1,-1.350000095E1,-6.575625610E1,-9.446250153E1
2.544041393E1,-1.368750095E1,-6.536250305E1,-9.354375458E1
2.546041131E1,-1.346250057E1,-6.493125153E1,-9.457500458E1
2.548042237E1,-1.359375095E1,-6.577500153E1,-9.399375153E1
2.550042771E1,-1.359375095E1,-6.566250610E1,-9.410625458E1
2.552042158E1,-1.348125076E1,-6.525000000E1,-9.354375458E1
2.554042527E1,-1.351875019E1,-6.596250153E1,-9.388125610E1
2.556042388E1,-1.346250057E1,-6.525000000E1,-9.446250153E1
2.558041824E1,-1.361250019E1,-6.618750000E1,-9.457500458E1
2.560042109E1,-1.342500019E1,-6.607500458E1,-9.433125305E1
2.562041760E1,-1.314375019E1,-6.451875305E1,-9.423750305E1
2.564042217E1,-1.336875057E1,-6.493125153E1,-9.399375153E1
2.566042367E1,-1.348125076E1,-6.545625305E1,-9.468750000E1
2.568041921E1,-1.355625057E1,-6.648750305E1,-9.388125610E1
2.570042454E1,-1.361250019E1,-6.607500458E1,-9.376875305E1
2.572042423E1,-1.323750019E1,-6.616875458E1,-9.376875305E1
2.574041961E1,-1.344375038E1,-6.626250458E1,-9.399375153E1
2.576042380E1,-1.350000095E1,-6.729375458E1,-9.352500153E1
